component,kind,half_life_h,half_life_d,period_h,share
real_fast,real,16.07265410754449,0.6696939211476871,inf,0.8362795574625125
real_mid,real,178.5075199594737,7.437813331644738,inf,0.12285459402861972
osc_daily,osc,78.7958749555068,3.28316145647945,24.0,0.04086584850886795
