lambda_hat,n_common,numerator_bDb,denominator_bKb,empirical_output_cov,model_output_cov,state_residual_output_corr
-7.968458622324685e-06,23103,-4.224940497442013e-05,5.302079985212305,-4.22494049744202e-05,-4.224940497442012e-05,-0.0017950545695045624
