kind,half_life_h,half_life_d,period_h,share
osc,173.11435003387103,7.21309791807796,24.0,0.054732251974688284
real,2.630934860238022,0.10962228584325091,inf,0.2875304808861806
real,28.68873905500564,1.1953641272919018,inf,0.5440089531672361
real_fixed,2880.0,120.0,inf,0.1137283139718952
