target_time,origin_time,horizon_h,observed_resid,forecast_resid,resid_error,resid_forecast_sd,observed_log_price,forecast_log_price,log_price_error,observed_price,forecast_price,price_error,forecast_price_lo95,forecast_price_hi95
2025-03-28 22:00:00+00:00,2025-03-27 22:00:00+00:00,24,0.0133735304900453,0.017318805815601437,0.003945275325556137,0.020013391872245632,6.978660986497868,6.982606261823424,0.003945275325555997,73.48,77.72353961825934,4.243539618259334,36.26689858188388,120.8386849341507
2025-03-28 23:00:00+00:00,2025-03-27 23:00:00+00:00,24,-0.0280604503618837,0.012697013507079965,0.040757463868963666,0.020013391872245632,6.933695892982491,6.9744533568514555,0.04075746386896473,26.28,68.97268293746652,42.692682937466515,27.85265988412698,111.73774361331698
2025-03-29 00:00:00+00:00,2025-03-28 00:00:00+00:00,24,-0.0108175935528489,0.013111935917751127,0.02392952947060003,0.020013391872245632,6.946264200410244,6.970193729880844,0.023929529470599675,39.26,64.4289422568479,25.168942256847906,23.483702642334833,107.01222715020776
2025-03-29 01:00:00+00:00,2025-03-28 01:00:00+00:00,24,-0.0043139382382264,0.013188392043804936,0.017502330282031336,0.020013391872245632,6.947350921840491,6.964853252122523,0.01750233028203141,40.39,58.7595353108768,18.3695353108768,18.032379982368525,101.11601129142673
2025-03-29 02:00:00+00:00,2025-03-28 02:00:00+00:00,24,-0.0056165810101003,0.01105246898088803,0.01666904999098833,0.020013391872245632,6.944270412275957,6.960939462266945,0.016669049990988505,37.19,54.62387132105414,17.43387132105414,14.055802002241762,96.81489693576896
2025-03-29 03:00:00+00:00,2025-03-28 03:00:00+00:00,24,-0.0087485959526096,0.011752030343784862,0.020500626296394462,0.020013391872245632,6.942011767660227,6.962512393956621,0.020500626296394486,34.85,56.284027943139336,21.434027943139334,15.652097611167392,98.54146937914516
2025-03-29 04:00:00+00:00,2025-03-28 04:00:00+00:00,24,-0.0074970935931188,0.008392341978136073,0.015889435571254874,0.020013391872245632,6.945041429768059,6.960930865339314,0.015889435571255106,37.99,54.61480483492642,16.624804834926415,14.047084275370821,96.80546773800643
2025-03-29 05:00:00+00:00,2025-03-28 05:00:00+00:00,24,-0.00673004140911,0.011693282313531065,0.018423323722641063,0.020013391872245632,6.946629778364192,6.965053102086833,0.018423323722640994,39.64,58.97114951106323,19.33114951106323,18.235854048640476,101.33609127774162
2025-03-29 06:00:00+00:00,2025-03-28 06:00:00+00:00,24,0.0057772552860422,0.01371943986803079,0.00794218458198859,0.020013391872245632,6.959474482657449,6.967416667239438,0.007942184581988698,53.08,61.47705708898275,8.397057088982748,20.6453672293801,103.9422495836061
2025-03-29 07:00:00+00:00,2025-03-28 07:00:00+00:00,24,0.0052098493710621,0.009134914262284643,0.003925064891222543,0.020013391872245632,6.956916802760482,6.9608418676517045,0.003925064891222796,50.39,54.520950732437996,4.130950732437995,13.956840445548664,96.70785893116363
2025-03-29 08:00:00+00:00,2025-03-28 08:00:00+00:00,24,0.0023103545415876,0.005915831027651124,0.0036054764860635243,0.020013391872245632,6.948666869488552,6.952272345974615,0.0036054764860633526,41.76,45.522820488298066,3.7628204882980683,5.3048400221064185,87.34975168106075
2025-03-29 09:00:00+00:00,2025-03-28 09:00:00+00:00,24,-0.0034630306252516,-0.004084184800392802,-0.000621154175141202,0.020013391872245632,6.934494576171758,6.933873421996617,-0.0006211541751408589,27.1,26.462210649977806,-0.6377893500221958,-13.022567996866314,67.52660773006846
2025-03-29 10:00:00+00:00,2025-03-28 10:00:00+00:00,24,0.0070221252288353,-0.011895515127785253,-0.018917640356620552,0.020013391872245632,6.939699583164642,6.920781942808022,-0.018917640356620247,32.46,13.111880438453227,-19.348119561546774,-25.859352918759214,53.64218746119104
