lag_h,observed_2024,gaussian_CARMA,nig_CARMA
304,0.0259176350192887,-0.008378016994499044,-0.006577264616659702
305,0.028009101853211794,-0.008284728046365309,-0.006527296388297243
306,0.027467031489620524,-0.008205909877099658,-0.006495311122558993
307,0.02770762045278017,-0.007951033487635213,-0.00673487503171985
308,0.0293247530346171,-0.0077711889233790365,-0.0069678799538880195
309,0.029260160990051343,-0.007663572114971665,-0.007048337626186865
310,0.026013646230690284,-0.00763109262987879,-0.007103991537525861
311,0.021484222872004206,-0.007531795488074136,-0.007205886906767237
312,0.018666520192083837,-0.007491074438595611,-0.00744611990637462
313,0.01861852706490204,-0.007563652445909243,-0.007579375404183256
314,0.01985714911671555,-0.007718279678484583,-0.007716990511220251
315,0.02258215552045083,-0.0076669386480883546,-0.008230390493511545
316,0.024725514525534845,-0.0075805535275510465,-0.00875681280476971
317,0.022605731918702354,-0.007428632405864208,-0.009158814550711384
318,0.017987543924152794,-0.007230527893595299,-0.009438339296519375
319,0.014392074722401378,-0.007163103815833933,-0.009738174424462535
320,0.01269683511710167,-0.007165937432921776,-0.00992148176953929
321,0.013780598333340891,-0.0071913478554804944,-0.010067086582001259
322,0.015427129956975422,-0.007191271903685972,-0.010126842617082254
323,0.01669992681159903,-0.007177390075456916,-0.010209481257813024
324,0.015306753221453305,-0.007179642341444061,-0.010248270488095276
325,0.01343969137608717,-0.007091885714340957,-0.010280612407087428
326,0.012151005363603081,-0.0071049919264171355,-0.010229085667506518
327,0.011000968990384007,-0.007032057087661203,-0.010120007331201848
328,0.010514089842337149,-0.007064857777867853,-0.010059362203226542
329,0.007246983421468478,-0.007186899089739649,-0.00998768705064646
330,0.00047028614469267764,-0.007288186530139133,-0.0099952137872236
331,-0.005481336401984261,-0.007187911751290509,-0.010112796377143058
332,-0.006938486808757378,-0.00725763052461149,-0.010221883795220543
333,-0.008347951945938457,-0.007246788085384997,-0.010361473987335225
334,-0.01109935934478394,-0.007198622487627543,-0.010344241971042374
335,-0.014869692440692438,-0.007218373167470762,-0.010140715485132176
336,-0.017476525453777446,-0.007150631864500899,-0.010114080597549492
