series,n,mean,std,skew,excess_kurtosis,q01,q05,median,q95,q99
temperature_driver,26303.0,-0.0002583161327906834,0.39309805680320764,-0.8960534975104483,9.181131021126001,-1.1926129874752,-0.5977090187239189,0.013768470273591404,0.559900578915243,0.9933715454725275
price_marginal_driver,26303.0,1.6979805364511187e-06,0.013236099565122452,0.3338586248046842,84.8664471803062,-0.035106513713909084,-0.017822409266481494,0.0004041127853631754,0.015383399926429422,0.03517619826499174
price_idiosyncratic_driver,26303.0,1.3443760233030213e-06,0.013224651708950713,0.3268222457362244,84.92057263926286,-0.03492961928342056,-0.017722661024218656,0.00040654858602501244,0.015431858307086833,0.03522238373582767
