series,model,mean,std,loglik,AIC,BIC,alpha,beta,delta,mu
price_idiosyncratic_driver,Gaussian,1.3443760233030213e-06,0.013224400316003014,76456.32715193616,-152908.65430387232,-152892.2994273121,,,,
price_idiosyncratic_driver,NIG,1.0837322895434869e-06,0.012127346687565335,83475.91998207866,-166943.83996415732,-166911.1302110369,47.349294469620084,-5.036500077941107,0.0068459295600570005,0.0007334336713267487
