lambda_hat,n_common,numerator_bDb,denominator_bKb,empirical_output_cov,model_output_cov,state_residual_output_corr
-0.0013688828077749833,26303,-0.0002955193622162355,0.2158836100049939,-0.0002955193622162356,-0.0002955193622162355,-0.040499798732018366
