kind,half_life_h,half_life_d,period_h,share
osc,101.4004580536695,4.225019085569563,24.0,0.03797621762299962
real,1.2399377286471587,0.05166407202696494,inf,0.13826418417950462
real,34.264290626643934,1.427678776110164,inf,0.7015922719855285
real,1679.9999999999986,69.99999999999994,inf,0.12216732621196727
