lambda_hat,n_common,numerator_bDb,denominator_bKb,empirical_output_cov,model_output_cov,state_residual_output_corr
-0.0016912959580251362,26304,-0.00016010885130694703,0.0946663713983567,-0.00016010885130694706,-0.00016010885130694703,-0.04024097639132026
