series,n,mean,std,skew,excess_kurtosis,q01,q05,median,q95,q99
wind_driver,26304.0,-0.00027839669996492655,0.3151754355856319,-1.4029215324357827,39.32875601320174,-0.9454432235957864,-0.3879701274949447,0.0015513283688264323,0.3835898052424231,0.7672119542095437
price_marginal_driver,26304.0,1.890646153961417e-06,0.013235884839394182,0.33382064126473526,84.86878901886975,-0.035106506751856385,-0.0178220742750418,0.0004047696840860514,0.01538337571885585,0.035175401912196855
price_idiosyncratic_driver,26304.0,1.4197949405832173e-06,0.013225166145826603,0.3471552175838947,85.38590849920661,-0.034965466019858955,-0.017775527593332435,0.0003888219290148144,0.015409825991428152,0.035259377116089605
