time,branch,q05,q50,q95
2025-07-02 11:00:00,Constant covariance,-0.3492663855413335,-0.19397053806312214,-0.0404702125001895
2025-07-02 12:00:00,Constant covariance,-0.3505962961255626,-0.19331851945699274,-0.0412739397803925
2025-07-02 13:00:00,Constant covariance,-0.3502972872364045,-0.19429109377776055,-0.04180661447968332
2025-07-02 14:00:00,Constant covariance,-0.34987046840452457,-0.19533034294608215,-0.04221801471747089
2025-07-02 15:00:00,Constant covariance,-0.3492198009369715,-0.19388621778544363,-0.042278662818422186
2025-07-02 16:00:00,Constant covariance,-0.34806806226091985,-0.1928835272403171,-0.04232205168562321
2025-07-02 17:00:00,Constant covariance,-0.3468288259988962,-0.1925459500548933,-0.04239280972779502
2025-07-02 18:00:00,Constant covariance,-0.3462617705308015,-0.19254724807831922,-0.04248704469325573
2025-07-02 19:00:00,Constant covariance,-0.34574721573221284,-0.192433177036837,-0.04312287412663942
2025-07-02 20:00:00,Constant covariance,-0.34382457302684233,-0.19115067854500895,-0.043693603635788274
2025-07-02 21:00:00,Constant covariance,-0.3408802808484219,-0.19106198333873015,-0.04314769323447483
2025-07-02 22:00:00,Constant covariance,-0.3399474742342256,-0.1913108011185588,-0.042350471174580094
2025-07-02 23:00:00,Constant covariance,-0.3397272173920655,-0.1917124099991005,-0.04199296325837634
2025-07-03 00:00:00,Constant covariance,-0.3379173241359673,-0.19186586938802486,-0.041979510616999005
2025-07-03 01:00:00,Constant covariance,-0.3372365279299365,-0.19260731072407014,-0.04209830236015856
2025-07-03 02:00:00,Constant covariance,-0.33698222845098763,-0.19264113646713255,-0.04221702604396744
2025-07-03 03:00:00,Constant covariance,-0.33617190903415173,-0.1927135914361437,-0.04210894915725031
2025-07-03 04:00:00,Constant covariance,-0.3360994886981048,-0.1918874379026878,-0.041947721155771445
2025-07-03 05:00:00,Constant covariance,-0.33677762336021233,-0.19247487754735457,-0.04266902849255408
2025-07-03 06:00:00,Constant covariance,-0.3373520626766626,-0.19224106885513903,-0.04281603257866862
2025-07-03 07:00:00,Constant covariance,-0.3376447019586701,-0.19199132373742808,-0.04222590352012397
2025-07-03 08:00:00,Constant covariance,-0.3378827719178869,-0.19154273332767097,-0.0419180898981159
2025-07-03 09:00:00,Constant covariance,-0.3381256198498751,-0.19205043019496845,-0.041833283771560974
2025-07-03 10:00:00,Constant covariance,-0.33841578238254993,-0.19224397812556482,-0.04261550237676409
2025-07-03 11:00:00,Constant covariance,-0.33848798487402315,-0.19260051928300567,-0.043623993356160455
2025-07-03 12:00:00,Constant covariance,-0.3377298570751185,-0.19309079979330107,-0.04408617842113787
2025-07-03 13:00:00,Constant covariance,-0.33620562486652056,-0.19279136576659212,-0.04454808573683146
2025-07-03 14:00:00,Constant covariance,-0.3346880233186877,-0.19275322439802287,-0.04528181910419861
2025-07-03 15:00:00,Constant covariance,-0.33297836034154915,-0.19320295913566782,-0.04587431826235151
2025-07-03 16:00:00,Constant covariance,-0.3320755768990784,-0.1938045422121239,-0.04733140438116837
2025-07-03 17:00:00,Constant covariance,-0.33043952261624354,-0.1940382046902147,-0.048570763250996976
2025-07-03 18:00:00,Constant covariance,-0.3302287139088798,-0.194217189994913,-0.049461945870837395
2025-07-03 19:00:00,Constant covariance,-0.3300053364079735,-0.194233149767307,-0.05016142538073227
2025-07-03 20:00:00,Constant covariance,-0.32949531449428016,-0.1939655465966862,-0.050017097229279106
2025-07-03 21:00:00,Constant covariance,-0.3297835138473105,-0.19349858481706844,-0.04959632904912767
2025-07-03 22:00:00,Constant covariance,-0.32942059335866414,-0.19363900844810555,-0.048867082331326715
2025-07-03 23:00:00,Constant covariance,-0.3289049556746615,-0.19348894830761537,-0.047296668885924674
2025-07-04 00:00:00,Constant covariance,-0.3289437510868767,-0.19360108312478036,-0.04550606201572245
2025-07-04 01:00:00,Constant covariance,-0.32913313813781014,-0.192972472136402,-0.044118052375141804
2025-07-04 02:00:00,Constant covariance,-0.3294883561021137,-0.19257020147674447,-0.04295071753736694
2025-07-04 03:00:00,Constant covariance,-0.32974006385845844,-0.19192866688118926,-0.041429485115809274
2025-07-04 04:00:00,Constant covariance,-0.3300706597088715,-0.19156890574354368,-0.04085867269209053
2025-07-04 05:00:00,Constant covariance,-0.3302697880442825,-0.19115680665051477,-0.04080527452525214
2025-07-04 06:00:00,Constant covariance,-0.33045348206381686,-0.19050787535145025,-0.04086912811490469
2025-07-04 07:00:00,Constant covariance,-0.330872037418939,-0.1904689877752485,-0.04087958632232428
