raw_slope,raw_intercept,iso_slope,iso_intercept,raw_corr,resid_corr,mean_wind,mean_price,n,hourly_corr,n_hourly,n_daily,start,end
-2.096962886988456,169.68540043133157,-2.240753880406576,172.76073074352541,-0.35840892527248924,-0.533593238930542,21.387503063223367,124.83660026240014,1238,-0.3400627305550393,29717,1238,2022-04-01,2025-08-20
