innovation,acf_1h,acf_24h,acf_168h,pacf_1h,pacf_24h
Spot innovation,-0.00239764584874033,0.16701120245528683,0.11299204027495507,-0.0023980550156104813,0.16637297425296832
Wind innovation,-0.009903524403371675,0.12926293125339264,0.07568441583246892,-0.009903639123609394,0.1290820958622484
