time,branch,q05,q25,q50,q75,q95,mean
2025-08-02 11:00:00,Stochastic covariance,-0.4112925794703462,-0.3051430544061171,-0.1931447785549262,-0.09983182437909731,0.0442353191668728,-0.1961734388648993
2025-08-02 12:00:00,Stochastic covariance,-0.4111091418516413,-0.3041145883679652,-0.19306873068184563,-0.0999383341610313,0.04358555728103668,-0.1959706984742648
2025-08-02 13:00:00,Stochastic covariance,-0.4109778199542329,-0.30378451367215137,-0.19258847443072474,-0.09973803042091464,0.042862470178172185,-0.19569500659752373
2025-08-02 14:00:00,Stochastic covariance,-0.41075502828176813,-0.30365693949461764,-0.19248325328271831,-0.09965449561981599,0.04219472885673558,-0.1954234079175527
2025-08-02 15:00:00,Stochastic covariance,-0.4109789982144983,-0.3036125390206647,-0.19268433478241248,-0.1001359342046003,0.04149924140535056,-0.19520977682520962
2025-08-02 16:00:00,Stochastic covariance,-0.4109919551162735,-0.30348869475026463,-0.1928885734342365,-0.09960240987142094,0.041364553440411865,-0.19507681786775322
2025-08-02 17:00:00,Stochastic covariance,-0.41039992549060705,-0.30346470805045395,-0.19271606282278866,-0.09928883191462531,0.04130951447062096,-0.19504750160697354
2025-08-02 18:00:00,Stochastic covariance,-0.4103224202411283,-0.3034057901101509,-0.1924857279329013,-0.10010350616481942,0.041511479676954184,-0.19514132972605158
2025-08-02 19:00:00,Stochastic covariance,-0.4104687849504384,-0.30330662768029465,-0.1927023821020606,-0.10107735780009033,0.04158997645904055,-0.19535109698704486
2025-08-02 20:00:00,Stochastic covariance,-0.41065322635993334,-0.303251838446873,-0.1937495566940688,-0.10137958647484212,0.041122457160827554,-0.19557594415257273
2025-08-02 21:00:00,Stochastic covariance,-0.4108915509925786,-0.3024602690347611,-0.1941214970334234,-0.10202760177062042,0.040662934836274416,-0.19569919128564148
2025-08-02 22:00:00,Stochastic covariance,-0.4110393546767737,-0.30224511620392003,-0.19421204078525028,-0.10240016262546285,0.04031634873419679,-0.1957600698836019
