time,empirical_corr,window_label,window
2025-06-03 09:00:00,-0.2426658741835144,7D,168
2025-06-03 10:00:00,-0.2206737891905348,7D,168
2025-06-03 11:00:00,-0.21131244828604348,7D,168
2025-06-03 12:00:00,-0.20596072115490494,7D,168
2025-06-03 13:00:00,-0.20521610852179328,7D,168
2025-06-03 14:00:00,-0.20438769817836525,7D,168
2025-06-03 15:00:00,-0.2017256762782485,7D,168
2025-06-03 16:00:00,-0.21062805793627154,7D,168
2025-06-03 17:00:00,-0.21890961755625207,7D,168
2025-06-03 18:00:00,-0.22333685926061225,7D,168
2025-06-03 19:00:00,-0.2241328603462961,7D,168
2025-06-03 20:00:00,-0.2209148170359364,7D,168
2025-06-03 21:00:00,-0.21550011220856463,7D,168
2025-06-03 22:00:00,-0.21593108871893793,7D,168
2025-06-03 23:00:00,-0.2169802420511209,7D,168
2025-06-04 00:00:00,-0.21834714594017415,7D,168
2025-06-04 01:00:00,-0.21994582923273004,7D,168
2025-06-04 02:00:00,-0.22156908661765143,7D,168
2025-06-04 03:00:00,-0.22045614267317257,7D,168
2025-06-04 04:00:00,-0.2201259364723612,7D,168
2025-06-04 05:00:00,-0.22033785721272817,7D,168
2025-06-04 06:00:00,-0.22094048417653941,7D,168
2025-06-04 07:00:00,-0.22275511188632305,7D,168
2025-06-04 08:00:00,-0.23022681805585954,7D,168
2025-06-04 09:00:00,-0.24801075615837911,7D,168
2025-06-04 10:00:00,-0.2750590837487666,7D,168
2025-06-04 11:00:00,-0.30231949402661873,7D,168
2025-06-04 12:00:00,-0.3394535099380345,7D,168
2025-06-04 13:00:00,-0.37531070065032984,7D,168
2025-06-04 14:00:00,-0.4072540222526905,7D,168
2025-06-04 15:00:00,-0.42703397066626014,7D,168
2025-06-04 16:00:00,-0.45196549761372157,7D,168
2025-06-04 17:00:00,-0.4721378953069273,7D,168
2025-06-04 18:00:00,-0.48342209399637864,7D,168
2025-06-04 19:00:00,-0.49026155832958584,7D,168
2025-06-04 20:00:00,-0.4938187250901896,7D,168
2025-06-04 21:00:00,-0.5019842709516028,7D,168
2025-06-04 22:00:00,-0.5116146396907907,7D,168
2025-06-04 23:00:00,-0.5185500128313527,7D,168
2025-06-05 00:00:00,-0.5265181039063326,7D,168
2025-06-05 01:00:00,-0.5356452562379307,7D,168
2025-06-05 02:00:00,-0.5434330641883337,7D,168
2025-06-05 03:00:00,-0.5511474596117321,7D,168
2025-06-05 04:00:00,-0.5585444026945072,7D,168
2025-06-05 05:00:00,-0.5626046669079615,7D,168
2025-06-05 06:00:00,-0.5628288354199384,7D,168
2025-06-05 07:00:00,-0.5631623466265329,7D,168
2025-06-05 08:00:00,-0.5638384359805604,7D,168
2025-06-05 09:00:00,-0.5643282525385481,7D,168
2025-06-05 10:00:00,-0.5610690074807027,7D,168
2025-06-05 11:00:00,-0.5578763437024752,7D,168
2025-06-05 12:00:00,-0.5585741684331565,7D,168
2025-06-05 13:00:00,-0.5601764454057592,7D,168
2025-06-05 14:00:00,-0.5619161373823729,7D,168
2025-06-05 15:00:00,-0.561234981896782,7D,168
2025-06-05 16:00:00,-0.5558942486947217,7D,168
