start,end,n_hours,empirical_mean,simulated_mean,empirical_std,simulated_std,empirical_q05,simulated_q05,empirical_q95,simulated_q95
2025-04-20,2025-08-20 20:00:00,2949,73.57975584944049,74.98736493382927,50.722529658933794,43.844463632800085,-4.922,3.6351496022552263,133.49,146.7934790766486
