time,branch,window,q05,q50,q95,mean
2025-07-03 04:00:00,Stochastic covariance,336,-0.6991410684757583,-0.31102878954821045,0.19109507138455656,-0.2880272055196525
2025-07-03 05:00:00,Stochastic covariance,336,-0.6954778620329811,-0.3122784532031211,0.1932364101654157,-0.2876062662919743
2025-07-03 06:00:00,Stochastic covariance,336,-0.6914635504469154,-0.3141956554672674,0.19241053938231667,-0.2873914804751648
2025-07-03 07:00:00,Stochastic covariance,336,-0.6880697369563639,-0.3173539814700757,0.18685656083608387,-0.28727907706744826
2025-07-03 08:00:00,Stochastic covariance,336,-0.6866299907252773,-0.3168060649755707,0.18458649061866864,-0.2871610210471328
2025-07-03 09:00:00,Stochastic covariance,336,-0.6877425259666435,-0.31916764536945713,0.18450209180401267,-0.287150625750027
2025-07-03 10:00:00,Stochastic covariance,336,-0.6892087898610626,-0.3162139326964887,0.18541745669660858,-0.2869605911946107
2025-07-03 11:00:00,Stochastic covariance,336,-0.6910629611653663,-0.3167745787910137,0.18733211791079513,-0.2868850016903967
2025-07-03 12:00:00,Stochastic covariance,336,-0.6927154549410307,-0.31764933521498384,0.19273482910241177,-0.28686614243188424
2025-07-03 13:00:00,Stochastic covariance,336,-0.6931038206155495,-0.31595396675744264,0.19543971347907965,-0.28698542127864307
2025-07-03 14:00:00,Stochastic covariance,336,-0.694081190731012,-0.3159221519284101,0.19168474732602425,-0.2874427574416378
2025-07-03 15:00:00,Stochastic covariance,336,-0.6953871424753975,-0.3197422059893833,0.19061798631971555,-0.2879422020090372
2025-07-03 16:00:00,Stochastic covariance,336,-0.6965146336884289,-0.317459658843521,0.19297062465596507,-0.2882160118258025
2025-07-03 17:00:00,Stochastic covariance,336,-0.6972318022632473,-0.31751917570706856,0.18844925802157242,-0.28868050807998613
2025-07-03 18:00:00,Stochastic covariance,336,-0.6981603921569453,-0.32098357807574185,0.18359710963115455,-0.2890897362021638
2025-07-03 19:00:00,Stochastic covariance,336,-0.7001047052376462,-0.3199228591521624,0.18222438200857027,-0.2895048298638929
2025-07-03 20:00:00,Stochastic covariance,336,-0.7008109239919234,-0.3169255037006016,0.18268147841339627,-0.28977674626881655
2025-07-03 21:00:00,Stochastic covariance,336,-0.7005343422104346,-0.31933183458939074,0.18554838680991298,-0.2900765892704337
2025-07-03 22:00:00,Stochastic covariance,336,-0.70095194520338,-0.31255689006873333,0.18785740030134984,-0.29026800805283093
2025-07-03 23:00:00,Stochastic covariance,336,-0.7005726625644512,-0.31095648315448343,0.1898737411680656,-0.29023842584499915
2025-07-04 00:00:00,Stochastic covariance,336,-0.7003675039539977,-0.31023696084196106,0.18883583807056642,-0.2903020650135178
2025-07-04 01:00:00,Stochastic covariance,336,-0.7002668140007586,-0.3089773907119498,0.18752518624829093,-0.2905600675863509
2025-07-04 02:00:00,Stochastic covariance,336,-0.7000985325621223,-0.3088241694081644,0.18936227120012303,-0.2907457413248624
2025-07-04 03:00:00,Stochastic covariance,336,-0.7001155223791934,-0.3122313841009876,0.19068833987380338,-0.29094002205842123
2025-07-04 04:00:00,Stochastic covariance,336,-0.7000360323977891,-0.3149181521754327,0.1916346808124901,-0.2911571163580341
2025-07-04 05:00:00,Stochastic covariance,336,-0.6996489208340106,-0.31279314755646004,0.19309248502925125,-0.2914174278300997
2025-07-04 06:00:00,Stochastic covariance,336,-0.6979182149024938,-0.3146967162643848,0.18408101261061738,-0.2914861916268974
2025-07-04 07:00:00,Stochastic covariance,336,-0.6965706574265063,-0.31601936941449893,0.1780734763131829,-0.29158650022851174
2025-07-04 08:00:00,Stochastic covariance,336,-0.6955997201747458,-0.3170867927620594,0.17519390971314622,-0.29192225339690503
2025-07-04 09:00:00,Stochastic covariance,336,-0.6946370398769929,-0.31832123660651857,0.17744230085492899,-0.29212236150839505
2025-07-04 10:00:00,Stochastic covariance,336,-0.6927066955702215,-0.3178397127330522,0.182524933403748,-0.29221146684220983
2025-07-04 11:00:00,Stochastic covariance,336,-0.6914126905353268,-0.3188209221683961,0.18738034171612045,-0.2924732193308643
2025-07-04 12:00:00,Stochastic covariance,336,-0.691203242408878,-0.3215156294114604,0.19255797928040475,-0.29251960778946484
