year,raw_slope,raw_intercept,iso_slope,iso_intercept,raw_corr,resid_corr,mean_wind,mean_price,n
2022,-5.24387440282626,350.68469384860236,-4.276057539806161,332.879102419456,-0.5891320240567625,-0.7445241632462327,18.397686700336703,254.2095354894897,275
2023,-1.0717328058599482,123.08937204219343,-1.545049906040515,135.00371948996477,-0.5599274718331418,-0.8950379850129695,25.17201986411665,96.11169256406136,365
2024,-0.9971699888759035,101.83620784572112,-1.5146940055704579,113.60421889624538,-0.4540032511128653,-0.7393028172261891,22.739062673239882,79.16149697279799,366
2025,-0.9340710063033486,104.46826774282523,-1.711388170463489,117.56231194260077,-0.355685360069552,-0.8428948741269828,16.8451756934033,88.73367753153127,232
