state,acf_1h,acf_24h,acf_168h,pacf_1h,pacf_24h,simulation_acf_24h_median
Spot state,0.9278170326305661,0.48946129261793164,0.17009644588987918,0.9279205000077762,-0.032247179019111546,0.4327261631883512
Wind state,0.9683038313497533,0.4338559596877061,0.05421704213736421,0.9683092588551628,-0.06560880706901064,0.41765796815078354
