time,label,q05,q25,q50,q75,q95,mean
2025-04-21 13:00:00,Sigma_spot_spot,128.16402895137108,137.00250833132543,142.57148954665814,149.1001447311436,158.78473357330014,143.10533185323314
2025-04-21 14:00:00,Sigma_spot_spot,128.21655876270026,136.8163123550221,142.6451513281607,149.0857057883742,159.16408461707408,143.14931974994758
2025-04-21 15:00:00,Sigma_spot_spot,128.4883486443119,136.9396855073316,142.94953638693568,149.2420726882653,159.15746520171166,143.27693677285157
2025-04-21 16:00:00,Sigma_spot_spot,128.51203389247203,136.80850441969235,143.0088255449757,149.52583323968648,159.23632296746203,143.3078525896124
2025-04-21 17:00:00,Sigma_spot_spot,128.1980372655112,136.8539884751478,142.9387117459156,149.63350651455602,159.32281558014455,143.30159464547322
2025-04-21 18:00:00,Sigma_spot_spot,127.96939841390835,136.990421998619,142.90893896538117,149.62011324881752,159.45146133589952,143.30232426295657
2025-04-21 19:00:00,Sigma_spot_spot,127.22908953193858,136.65985431188992,142.91784667696206,149.39234592468634,159.71205025486697,143.25285047527234
2025-04-21 20:00:00,Sigma_spot_spot,127.06560694377734,136.57371639164694,142.84406497785153,149.70014652985998,159.7830446341408,143.28588179088817
2025-04-21 21:00:00,Sigma_spot_spot,127.17232613848736,136.66570522244848,142.78314008897507,149.52157396547068,160.02872208974344,143.24167815006456
2025-04-21 22:00:00,Sigma_spot_spot,126.99425757315473,136.22642047366094,142.6005732352028,149.97272971364907,160.94264459029506,143.18833081186614
2025-04-21 23:00:00,Sigma_spot_spot,127.22127780865615,136.34489856497186,142.74039420012582,149.75725307898833,160.3546198325047,143.2527588754952
2025-04-22 00:00:00,Sigma_spot_spot,126.5795028723301,136.11484931760396,142.8821661947693,149.67822704508973,160.66505022738139,143.20942568380116
2025-04-22 01:00:00,Sigma_spot_spot,126.82373599893126,136.0002584935875,143.01673614227008,150.0003304490989,161.0618130547756,143.27760557586487
2025-04-22 02:00:00,Sigma_spot_spot,127.13675336650694,135.8283882987807,143.1206185590264,150.04449136594067,161.74197461443862,143.32983679037952
2025-04-22 03:00:00,Sigma_spot_spot,126.88530519543716,135.71298560209198,142.88062354164987,150.3036165071095,162.050529062713,143.3797740919371
2025-04-22 04:00:00,Sigma_spot_spot,126.86642100219295,135.67832218808923,142.96959710772887,150.44024383147752,162.01273797615693,143.3825871092472
2025-04-22 05:00:00,Sigma_spot_spot,126.93563861534318,135.5512029055363,143.03556911087603,150.49104177306944,161.80710785424776,143.32547878505378
2025-04-22 06:00:00,Sigma_spot_spot,126.1489594789456,135.64079509449175,143.05152078153242,150.65142243844,161.60526034896495,143.2999711015401
2025-04-22 07:00:00,Sigma_spot_spot,126.03784275452965,135.56975038317154,142.75979909273468,150.68587707782075,162.3184687454276,143.32362944940942
2025-04-22 08:00:00,Sigma_spot_spot,125.23950188506086,135.56721250258414,142.77505232265588,150.4836301318149,162.57391844483152,143.2681197565245
2025-04-22 09:00:00,Sigma_spot_spot,125.21248538945592,135.97671756734857,142.6864802982526,151.0234341073174,162.9562132066989,143.3649241586692
2025-04-22 10:00:00,Sigma_spot_spot,125.05625692919887,136.03157505955187,142.62545378287953,150.99851414042206,163.16030477653158,143.42138301017923
2025-04-22 11:00:00,Sigma_spot_spot,124.75500077550994,135.94950095058448,142.6385038531725,150.5759790837066,162.8421633535137,143.31216935318548
2025-04-22 12:00:00,Sigma_spot_spot,124.69961191677194,135.81702332531125,142.7070204865742,150.76944572515538,162.40340653079372,143.30705472598981
2025-04-22 13:00:00,Sigma_spot_spot,124.72774720796166,135.7891356289839,143.20469458561803,150.98911909441856,162.78160063062256,143.38307134338635
2025-04-22 14:00:00,Sigma_spot_spot,125.08789171552276,135.72577350343622,143.29927596760558,150.841179425993,162.36072346264353,143.34027032397813
2025-04-22 15:00:00,Sigma_spot_spot,124.58552198458645,135.7085966016437,143.1854641722214,150.87459180378872,162.96511441149525,143.40915383163073
2025-04-22 16:00:00,Sigma_spot_spot,124.18308423219626,135.5329784742225,142.86553614814062,151.1290065158454,163.16912371849736,143.36385382406533
2025-04-22 17:00:00,Sigma_spot_spot,124.05402303933748,135.69286888103076,142.9792653289635,151.3099579939234,163.27236123535178,143.33834824093788
2025-04-22 18:00:00,Sigma_spot_spot,123.39723986212522,135.69381806281197,143.01865440910632,151.44797479121075,163.86951327536283,143.40229394644794
2025-04-22 19:00:00,Sigma_spot_spot,123.5140461483577,135.5443990880802,142.7721082567562,151.1007553116346,164.3051656866131,143.36395775509314
2025-04-22 20:00:00,Sigma_spot_spot,122.74355266523389,135.49242716216943,142.887030667545,151.0353403605549,164.5231254902208,143.34688742451502
2025-04-22 21:00:00,Sigma_spot_spot,122.42793235793201,135.32334033588424,142.59119954034088,151.0489985992724,164.17495488985676,143.36664385467537
2025-04-22 22:00:00,Sigma_spot_spot,122.49845032294411,135.41870267563473,142.84695474098282,151.35995287134955,164.8417385404959,143.47961150610504
2025-04-22 23:00:00,Sigma_spot_spot,122.46510695811986,135.492210601638,143.20795550754696,151.36584613735306,165.06818989972217,143.52485098742147
2025-04-23 00:00:00,Sigma_spot_spot,122.11291703379685,135.44140458674391,143.17689229608717,151.7758131251393,165.02685379043353,143.54677623217285
2025-04-23 01:00:00,Sigma_spot_spot,122.66189826934922,135.30051340853902,143.0743051290645,151.80253573757506,165.61683421067062,143.5301126517349
2025-04-23 02:00:00,Sigma_spot_spot,122.41304534176247,134.9014307655541,143.22240541113294,152.01179689211142,165.11275745689235,143.49220705626328
2025-04-23 03:00:00,Sigma_spot_spot,122.05991589227222,134.75587298688086,143.43503538226668,151.64799142384135,165.5016020312431,143.47371581279387
2025-04-23 04:00:00,Sigma_spot_spot,122.18568002667489,134.65665967206436,143.110842348017,151.60487451306167,165.3689155348773,143.34641218448013
2025-04-23 05:00:00,Sigma_spot_spot,122.28677761542335,134.7458124440164,142.92741918541844,151.71630306118297,165.55344987060477,143.35221526380835
2025-04-23 06:00:00,Sigma_spot_spot,122.0614220538909,134.65815001895857,142.8103909603629,151.8845358618434,166.0236141193446,143.31727199877704
2025-04-23 07:00:00,Sigma_spot_spot,121.63116580445234,134.5334697941799,142.96858673670488,152.2010096478364,166.79069901943143,143.33898411161906
2025-04-23 08:00:00,Sigma_spot_spot,121.45923437089552,134.42765334828766,142.96015222187367,152.47898169895606,166.89951026645517,143.3785787790797
2025-04-23 09:00:00,Sigma_spot_spot,121.49038010675297,134.28237373963515,142.73484837773805,152.3733030316235,166.75271848727596,143.3261498939619
2025-04-23 10:00:00,Sigma_spot_spot,121.51904535922368,134.00687512448113,142.83850634530063,152.03848262261238,166.62857136008168,143.313825907834
2025-04-23 11:00:00,Sigma_spot_spot,121.32472566916421,134.1238282236861,143.2253984780471,152.0527985144976,167.0572362815903,143.33722877386322
2025-04-23 12:00:00,Sigma_spot_spot,120.46109934061703,134.09576116722693,143.0903541776097,152.16181323621092,168.23338063619573,143.34734938249179
2025-04-23 13:00:00,Sigma_spot_spot,120.85780052556471,133.7843726322538,143.04831598376583,152.11533173554116,167.52159764365322,143.32852120297423
2025-04-23 14:00:00,Sigma_spot_spot,121.37590148704845,133.88934406049293,143.22996759042002,151.89860562212286,167.66479775703363,143.36638367792278
2025-04-23 15:00:00,Sigma_spot_spot,120.80905309351915,133.79755437745848,143.14323251621187,151.73249831834548,167.59016769542262,143.4309854728432
2025-04-23 16:00:00,Sigma_spot_spot,120.8938988202466,133.5441793638023,143.3101838778919,152.56655902155984,167.96971500586696,143.39668675788982
2025-04-23 17:00:00,Sigma_spot_spot,121.0112192604084,133.4261576422539,143.0970353791895,152.5310178135984,167.73584406311852,143.3722827147398
2025-04-23 18:00:00,Sigma_spot_spot,121.31161918004467,133.59647543239072,143.1590124647597,152.47814045973342,167.37041765668712,143.45814733124357
2025-04-23 19:00:00,Sigma_spot_spot,121.21274656152713,133.44344090305782,143.36866353192622,152.49485253167745,167.92423547734668,143.48526589698562
2025-04-23 20:00:00,Sigma_spot_spot,120.64101594168909,133.36903092309433,143.27922678863538,152.62936151027918,168.40009121752405,143.5141518276223
2025-04-23 21:00:00,Sigma_spot_spot,120.37269920202418,133.15869040605529,143.51355928262285,152.88259739330942,168.2416360894599,143.5612460095512
2025-04-23 22:00:00,Sigma_spot_spot,120.39173548676968,133.08488759287803,143.15027433515172,152.91026008530548,168.87647540753406,143.583805482556
2025-04-23 23:00:00,Sigma_spot_spot,120.11754343252194,133.19861738894446,143.13970996270783,152.90316162473053,168.58924339397194,143.4810548567033
2025-04-24 00:00:00,Sigma_spot_spot,119.87551298976365,133.20918939573275,143.33079607629486,153.29759976083352,168.19400355415365,143.55666623124978
2025-04-24 01:00:00,Sigma_spot_spot,119.95058923148626,133.2928147608294,142.9771042680771,153.13268001451078,169.18145517310106,143.6516691488862
2025-04-24 02:00:00,Sigma_spot_spot,119.90482333165082,133.70114090686465,143.09928094251302,153.60737956716775,169.34566310685852,143.69657267587547
2025-04-24 03:00:00,Sigma_spot_spot,119.72530616554224,133.3649419989457,143.22536143878904,153.37946474934913,169.04646937823642,143.71405470996416
2025-04-24 04:00:00,Sigma_spot_spot,119.96586749686942,133.4995265016392,143.21328151392078,153.5283547343131,169.55716329548673,143.7018803005973
2025-04-24 05:00:00,Sigma_spot_spot,120.04545941230734,133.2292597422751,143.44918256651255,153.506725834785,169.87956884713785,143.66760004290404
2025-04-24 06:00:00,Sigma_spot_spot,119.68251507971114,132.93553393821674,143.07746480944235,153.12164576833933,170.09557468368808,143.71291911679842
2025-04-24 07:00:00,Sigma_spot_spot,119.66382609114675,132.94688984851192,143.17074212065825,153.44068420715325,170.17108959042716,143.7343571784322
2025-04-24 08:00:00,Sigma_spot_spot,119.47646037492188,133.07436326322372,143.55423028323713,153.606339973789,169.9479635632658,143.7017721018011
2025-04-24 09:00:00,Sigma_spot_spot,119.56475876713618,133.0728705447888,143.3568654090916,153.7694684095192,169.6138796281023,143.7078795810044
2025-04-24 10:00:00,Sigma_spot_spot,119.04248841861104,133.0341713866446,143.6252125577994,154.0782485492515,169.59796227658455,143.78366838272711
2025-04-24 11:00:00,Sigma_spot_spot,119.11216057797985,133.1144237731719,143.7436923969629,153.9819810761341,170.0890064440459,143.76444890391343
2025-04-24 12:00:00,Sigma_spot_spot,118.76087889017828,132.7710498838538,143.94077084121312,154.15876973460416,170.02961220002317,143.77038047216647
2025-04-24 13:00:00,Sigma_spot_spot,119.4357461734422,132.83435857670906,143.81906593666065,154.30212876074557,169.44309275619682,143.8413433848217
2025-04-24 14:00:00,Sigma_spot_spot,118.76307467113996,132.58600771364362,143.95510534477785,154.54932075185084,170.01619422789653,143.91478579859464
2025-04-24 15:00:00,Sigma_spot_spot,118.54715548124264,132.72503547194754,143.80917205618331,154.614316739202,170.013550825388,143.88428897841382
2025-04-24 16:00:00,Sigma_spot_spot,118.37093799857304,132.9233244587786,143.81133627753744,154.55029716395103,170.61759771505956,143.94273107829136
2025-04-24 17:00:00,Sigma_spot_spot,118.2524871873996,133.09959848737478,143.80629309774184,154.64551771104476,170.311602749008,143.94773693034017
2025-04-24 18:00:00,Sigma_spot_spot,118.53374217691145,132.63678730045874,143.4701883030865,154.40277394861812,170.2456881778083,143.89708228627305
2025-04-24 19:00:00,Sigma_spot_spot,118.43371836026972,132.53883812784872,143.5403113650974,154.46265576473755,170.84090996254392,143.9238683272601
2025-04-24 20:00:00,Sigma_spot_spot,118.56928262902244,132.61555405414464,143.62559836161694,154.51664219280573,170.38329898302098,144.01191743743638
2025-04-24 21:00:00,Sigma_spot_spot,118.57275062383978,132.52649336494358,143.77431093297784,154.58452321491612,170.31961953475442,143.98850917913654
2025-04-24 22:00:00,Sigma_spot_spot,118.77085071643249,132.45011113260625,143.87764337556007,154.75587541073824,170.8766029279691,143.97346399693387
2025-04-24 23:00:00,Sigma_spot_spot,118.7050440632524,132.44463587074776,143.92687696190416,154.71901052929474,170.69697819222938,143.97080968980097
2025-04-25 00:00:00,Sigma_spot_spot,118.81531592470657,132.31828511891092,143.77089290891905,154.79871084158947,170.90874749551026,144.0023637956496
2025-04-25 01:00:00,Sigma_spot_spot,118.47318500902476,132.33249182537628,144.11262061260362,154.87102739556875,170.04001755185755,143.97170395030477
2025-04-25 02:00:00,Sigma_spot_spot,118.43393875104836,132.66702544150627,143.60190729366514,154.79041704837027,170.58370896667003,143.97244236714403
2025-04-25 03:00:00,Sigma_spot_spot,118.44963234772231,132.7345405520679,143.54610213186524,155.00652525928766,170.69175904410616,143.93900886764885
2025-04-25 04:00:00,Sigma_spot_spot,118.59127681706083,132.43761619262938,143.72571563110276,154.86862315915022,170.46036516465813,143.820183221803
2025-04-25 05:00:00,Sigma_spot_spot,118.3820666004872,132.47091278179263,143.0769739157342,154.57094909400251,170.1313427958554,143.77425155743066
2025-04-25 06:00:00,Sigma_spot_spot,118.88940159546006,132.09939505467057,143.44308163676683,154.65467589840455,170.73542721905295,143.79115777045965
2025-04-25 07:00:00,Sigma_spot_spot,118.69817575683868,132.17358288405705,143.6686440073493,154.7019493780462,171.46631348513918,143.8045648433751
2025-04-25 08:00:00,Sigma_spot_spot,118.39952805013239,132.6038608672751,143.4703358509834,154.44125646011202,171.72014775402957,143.76171252558748
2025-04-25 09:00:00,Sigma_spot_spot,118.46900341002018,132.10678519274927,143.26802876253106,154.778120961323,172.04731666872695,143.72495157287926
2025-04-25 10:00:00,Sigma_spot_spot,118.48919685362034,132.16342246240177,143.53203226616904,154.82346352210095,171.98850501953427,143.78876005177437
2025-04-25 11:00:00,Sigma_spot_spot,117.46376893216737,131.98776011001712,143.36631453238851,154.8194844846662,172.31845099881642,143.7496995216542
2025-04-25 12:00:00,Sigma_spot_spot,117.7461286541695,132.1586742983887,143.5914109545696,154.98994733809752,172.3276059417281,143.79677873145084
2025-04-25 13:00:00,Sigma_spot_spot,118.2324656352447,132.20411968817024,143.24095976580983,155.32355764559793,172.71764199208675,143.78103872625596
2025-04-25 14:00:00,Sigma_spot_spot,117.20921207202726,132.03314241087458,143.4594846474398,155.20079103649965,171.7462403292749,143.78710578835984
2025-04-25 15:00:00,Sigma_spot_spot,117.73416143919351,131.8344118717863,143.65435745145464,155.0127339677886,172.54305626855822,143.78722676237692
2025-04-25 16:00:00,Sigma_spot_spot,117.26238461310018,131.9774441763028,143.6125625401338,155.2541526490579,172.59820641096277,143.80046885571343
2025-04-25 17:00:00,Sigma_spot_spot,117.49685887570918,131.712110249001,143.54114286027627,155.55255869904403,172.49401042734073,143.84667716083754
2025-04-25 18:00:00,Sigma_spot_spot,116.9458795639912,131.9115312639659,143.55241821899,155.05764486583752,172.66285732298675,143.81701218989917
2025-04-25 19:00:00,Sigma_spot_spot,116.90424144746108,131.89037184249983,143.71896387032893,155.10502122986065,172.5803949954079,143.8684169246211
2025-04-25 20:00:00,Sigma_spot_spot,117.05188147579851,131.51956991072942,143.97808915066946,155.15834717593617,172.5465307363887,143.8519907379453
2025-04-25 21:00:00,Sigma_spot_spot,116.7266597612904,131.47506399240862,143.9411874084909,155.24854465558502,172.2335241513105,143.87089596725536
2025-04-25 22:00:00,Sigma_spot_spot,117.07435448200002,131.68436539127362,144.04318806766204,155.31566894411625,172.6617292842796,143.88130008813567
2025-04-25 23:00:00,Sigma_spot_spot,116.63039698986925,131.68274429482886,144.01679554133108,155.70025921612407,172.47264108014465,143.87724389007485
2025-04-26 00:00:00,Sigma_spot_spot,116.6166822602067,131.4928547617655,143.90835288213293,155.68494846968235,172.59582633858363,143.82165215823522
2025-04-26 01:00:00,Sigma_spot_spot,116.58127928766197,131.54526465836312,143.9604712060093,155.35645910613349,172.9461729477144,143.8316230354378
2025-04-26 02:00:00,Sigma_spot_spot,116.40771028686108,131.73798174864046,143.75774684982878,155.78130342577555,172.87234353935028,143.8982156859469
2025-04-26 03:00:00,Sigma_spot_spot,115.65416696016122,132.06603862336135,144.2227488889419,155.1926280261857,172.63876709503919,143.91841983993166
2025-04-26 04:00:00,Sigma_spot_spot,115.06826078816135,131.8141476172585,144.2038059881375,155.48711883080284,173.14375245627375,143.86779720145896
2025-04-26 05:00:00,Sigma_spot_spot,115.43719259236101,131.91313613336416,143.83129084570683,155.23075032261514,173.07738118098757,143.88590058443475
2025-04-26 06:00:00,Sigma_spot_spot,115.63262314838806,132.0601983539852,143.8630004619402,155.30415732567434,172.65380383357578,143.94681614226408
2025-04-26 07:00:00,Sigma_spot_spot,115.68933757129723,132.1446673511169,144.01902132197137,155.3859093408156,172.68288966727508,144.00625378381017
2025-04-26 08:00:00,Sigma_spot_spot,115.2464497958478,132.07436812976033,143.86354000162135,155.82470026417533,173.5591397611982,143.9724270374306
2025-04-26 09:00:00,Sigma_spot_spot,114.98237422381214,131.9641865275657,144.3079358572187,155.4421361467278,173.05458433728427,144.0448127886297
2025-04-26 10:00:00,Sigma_spot_spot,115.17441976934273,132.42441564468626,144.22850378275928,155.58872992070815,173.62536759000488,144.04735029867652
2025-04-26 11:00:00,Sigma_spot_spot,114.84701249735409,131.74202602937902,144.0717941203755,155.9315781964645,173.6677860849654,144.08328250695558
2025-04-26 12:00:00,Sigma_spot_spot,114.95046513773197,132.11672917565562,143.92961388156886,155.60396735989605,174.49590100506677,144.06781287158907
2025-04-26 13:00:00,Sigma_spot_spot,115.2044139357238,131.39058569270264,144.24371834143196,155.96433749956725,173.89700060419665,144.08498483970104
2025-04-26 14:00:00,Sigma_spot_spot,114.87038560886066,131.6467955217021,143.90422899788533,155.90443731582735,174.40961185733136,144.0552257724389
2025-04-26 15:00:00,Sigma_spot_spot,115.06517055865628,131.60095319616963,143.93070469233538,155.99364918702045,174.59153346539438,144.06813509853856
2025-04-26 16:00:00,Sigma_spot_spot,114.74211108516576,131.70441727886566,143.97701525790282,156.14602582255642,175.16880550871466,144.14773977473772
2025-04-26 17:00:00,Sigma_spot_spot,115.21456421883346,131.54048944189702,143.95399505081207,156.21654171964724,175.44640015265236,144.24862032566494
2025-04-26 18:00:00,Sigma_spot_spot,114.72455611806707,131.42207405936813,143.86811597796543,156.14663732726666,175.18958319406053,144.29241982398383
2025-04-26 19:00:00,Sigma_spot_spot,114.57264231332218,131.6929407650797,144.28932208687212,156.79404183639218,175.14522980963991,144.3983301467325
2025-04-26 20:00:00,Sigma_spot_spot,115.139746213421,131.23021228084394,144.0823937143761,156.65805965185328,175.1892694566883,144.34865367458477
2025-04-26 21:00:00,Sigma_spot_spot,115.09607719463719,131.30440382089608,144.44064254539694,156.56469016408562,174.5318741560867,144.3904855102817
2025-04-26 22:00:00,Sigma_spot_spot,115.00146010065214,131.10324209073175,144.12023988890877,156.89634589884625,174.84751710142126,144.40074113043696
2025-04-26 23:00:00,Sigma_spot_spot,114.59807081389657,131.03849211007753,144.3680218452363,156.65921761673692,175.3969605100401,144.42864848028972
2025-04-27 00:00:00,Sigma_spot_spot,114.75943884111506,130.79948227989857,144.43136642746106,156.82153118194918,175.413960941379,144.49278460910568
2025-04-27 01:00:00,Sigma_spot_spot,114.58856905703958,131.2493497766394,144.17655745796674,157.05296895783295,176.62586516966473,144.53052018231705
2025-04-27 02:00:00,Sigma_spot_spot,113.66309769704374,131.5755867148155,144.0293788602771,157.23741915260047,175.68179931418774,144.55440225157258
2025-04-27 03:00:00,Sigma_spot_spot,113.68738298191268,131.11898946848976,143.83744370917972,156.96957956732393,175.59627286358366,144.4856665890545
2025-04-27 04:00:00,Sigma_spot_spot,113.82504596472016,131.63916588442476,143.9798261594575,156.8573847509001,175.14344457431295,144.51278617015777
2025-04-27 05:00:00,Sigma_spot_spot,113.95543634774482,130.95675724716563,143.70009693493634,157.52493769253644,175.9703735816324,144.50291020517295
2025-04-27 06:00:00,Sigma_spot_spot,114.07387622986207,130.99143794450615,144.21724714845192,157.51380551210445,176.67460807415836,144.59613131151465
2025-04-27 07:00:00,Sigma_spot_spot,114.3096037586409,131.44008182313303,144.30482637126624,157.63394063194923,176.61107852974703,144.65767005509582
2025-04-27 08:00:00,Sigma_spot_spot,114.15080759770775,130.8821234970542,144.13572201908391,157.70182089997164,177.2615033134094,144.6503384534971
2025-04-27 09:00:00,Sigma_spot_spot,113.42230224405728,131.17508374603653,143.98709692842306,158.04151316006542,177.47454663762855,144.66841269752575
2025-04-27 10:00:00,Sigma_spot_spot,113.84603369367271,130.7242426409376,143.99188880919442,157.54786657943836,177.38018424558354,144.66347022052926
2025-04-27 11:00:00,Sigma_spot_spot,113.42091122998715,130.69886512255368,144.44779242355926,157.51591372387213,177.91242463673402,144.74877020023754
2025-04-27 12:00:00,Sigma_spot_spot,113.7810666250927,130.9075136715393,144.86948233896857,157.56013309061717,178.75115647272276,144.69697138217944
2025-04-27 13:00:00,Sigma_spot_spot,113.4084399756666,131.1316255849012,145.0332414143213,157.86438579380874,178.76835164924134,144.67530446614256
2025-04-27 14:00:00,Sigma_spot_spot,113.20495312975515,130.7123888147517,144.47828243175104,157.8756208939997,177.82051717374125,144.67883418242772
2025-04-27 15:00:00,Sigma_spot_spot,112.93995887569028,130.6434458279502,144.89346878762197,158.290754854326,178.17439399303262,144.75597610411373
2025-04-27 16:00:00,Sigma_spot_spot,111.72732908599019,130.63768384245452,144.9371656176047,158.28421299774305,179.35785313614784,144.76664438047587
2025-04-27 17:00:00,Sigma_spot_spot,111.60862853050817,130.3419867760765,144.79392616442647,158.52753851406487,177.94897662208572,144.78158502543357
2025-04-27 18:00:00,Sigma_spot_spot,112.2655594064868,130.00955158224622,144.31878592136036,158.59390140007935,178.63731795342594,144.75186370159994
2025-04-27 19:00:00,Sigma_spot_spot,111.45134266794945,130.23686290045848,144.51531292310364,158.3208067261607,179.0929041078472,144.71773935825098
2025-04-27 20:00:00,Sigma_spot_spot,110.63862674326023,130.22173353478462,144.1839549529841,158.59416844348232,179.02264030487652,144.68046690079848
2025-04-27 21:00:00,Sigma_spot_spot,110.2624532531244,130.31099683796475,144.22960557003404,159.0438978469486,178.7287715449874,144.61263156409487
2025-04-27 22:00:00,Sigma_spot_spot,110.28907849511592,130.55666000950006,144.0875968578244,158.66858000391107,179.4427891208551,144.60545306907085
2025-04-27 23:00:00,Sigma_spot_spot,110.70272587418931,130.13820507672003,144.34402249833667,158.77816794029005,179.62243791533382,144.59776844831458
2025-04-28 00:00:00,Sigma_spot_spot,110.45320749720663,129.9732770183713,144.16523940447158,159.1289440479066,180.20000601451966,144.62839042245622
2025-04-28 01:00:00,Sigma_spot_spot,110.28762660968975,130.0754483610549,143.98676198326407,158.68232009526326,180.99885379339764,144.61697182450928
