branch,empirical_corr,simulated_flat_corr,empirical_capture_price,simulated_capture_mean,simulated_capture_q05,simulated_capture_q50,simulated_capture_q95,simulated_spot_mean_low_wind,simulated_spot_mean_high_wind
constant_covariance,-0.24199544551341393,-0.20861056858604005,63.74799806003419,66.04938570241036,55.76839452882624,65.97779954369929,76.14327165509117,89.48437569511367,60.99762205248278
stochastic_covariance,-0.24199544551341393,-0.20979762661225268,63.74799806003419,65.70296841309666,54.30439120377581,65.6087304670323,77.3493721316336,89.2753770060507,60.81690188432249
