branch,variable,empirical_mean,simulated_mean,mean_error,empirical_std,simulated_std,std_error,empirical_q05,simulated_q05,empirical_q95,simulated_q95
constant_covariance,spot,73.57975584944049,75.22402877426839,1.6442729248279022,50.722529658933794,44.23808102827815,-6.484448630655642,-4.922,3.1093631087248554,133.49,147.6755661960586
constant_covariance,wind_cf,0.14892607663614787,0.1774244131482719,0.028498336512124023,0.11932765761840622,0.17852912785965735,0.059201470241251136,0.01204,0.012161853345027817,0.38323999999999997,0.569008951424129
stochastic_covariance,spot,73.57975584944049,74.98736493382927,1.4076090843887812,50.722529658933794,43.844463632800085,-6.878066026133709,-4.922,3.6351496022552263,133.49,146.7934790766486
stochastic_covariance,wind_cf,0.14892607663614787,0.1770818901637345,0.028155813527586615,0.11932765761840622,0.1806731997727933,0.06134554215438709,0.01204,0.011714347600045626,0.38323999999999997,0.5748535920155929
