state,count,mean,std,min,max
spot_state,19485.0,-0.15474045013403404,35.385497102138125,-316.49529493519964,677.3474097666259
wind_state,19485.0,-2.771426631653457e-16,1.3816048961719214,-8.425191450476012,3.5048894888936646
