,n,mean_dL_J,std_dL_J,corr_dL_T_dL_J,std_lambda_dL_T,std_sigmaJ_dLJ,std_reconstructed_dL_X,std_dL_X,max_reconstruction_error
price_idiosyncratic_driver,26280,1.10153953551328e-05,0.6386609782125099,-0.0393428617677558,0.001681957252239869,0.023024019509008283,0.6385970167725685,0.6385970167725685,2.220446049250313e-16
