method,side,wind_state,intensity_year_inv,ci_low,ci_high,bandwidth,local_exposure_years,local_observations,weighted_event_count_proxy,monotone_increasing_projection
corrected low-price negative spikes,negative,0.711879533333334,18.962020086523594,6.255736147672083,31.668304025375107,0.25,1.1371230729391648,5114,5.390537637480469,18.962020086523594
corrected low-price negative spikes,negative,0.7163787611111118,19.101185311617964,6.2616093112207505,31.940761312015177,0.25,1.1119205192135717,4976,5.309749972322225,19.101185311617964
corrected low-price negative spikes,negative,0.7208779888888895,19.22481100379979,6.2564033826908165,32.193218624908766,0.25,1.0870514788837264,4870,5.224589808235175,19.140260437273533
corrected low-price negative spikes,negative,0.7253772166666673,19.333369235330476,6.239634690896041,32.42710377976491,0.25,1.0624236433317238,4759,5.135057145219317,19.140260437273533
corrected low-price negative spikes,negative,0.7298764444444451,19.42588165090054,6.210256487661356,32.641506814139724,0.25,1.0380279410465691,4660,5.041151983274654,19.140260437273533
corrected low-price negative spikes,negative,0.7343756722222229,19.50178664902248,6.167255418066748,32.83631787997821,0.25,1.0138300477508182,4557,4.942874322401183,19.140260437273533
corrected low-price negative spikes,negative,0.7388749000000007,19.556846145935683,6.108348313584454,33.005343978286916,0.25,0.9899805165885204,4441,4.840224162598905,19.140260437273533
corrected low-price negative spikes,negative,0.7433741277777784,19.587840999344532,6.031487062408578,33.144194936280485,0.25,0.9665591024607986,4337,4.733201503867821,19.140260437273533
corrected low-price negative spikes,negative,0.7478733555555562,19.596568435071415,5.936038640550581,33.257098229592245,0.25,0.9433909536807302,4236,4.621806346207929,19.140260437273533
corrected low-price negative spikes,negative,0.752372583333334,19.57946648277386,5.819546750027689,33.33938621552003,0.25,0.9205641417417936,4136,4.506038689619233,19.140260437273533
corrected low-price negative spikes,negative,0.7568718111111118,19.534232630352523,5.679777218486365,33.38868804221868,0.25,0.8980948711109067,4030,4.385898534101729,19.140260437273533
corrected low-price negative spikes,negative,0.7613710388888896,19.46017216073226,5.514752830748202,33.40559149071632,0.25,0.8759194614432573,3930,4.261385879655418,19.140260437273533
corrected low-price negative spikes,negative,0.7658702666666674,19.411578193888783,5.380149320864577,33.44300706691299,0.25,0.8541240113354807,3837,4.144973758329158,19.140260437273533
corrected low-price negative spikes,negative,0.7703694944444451,19.40101851815717,5.292762943763039,33.5092740925513,0.25,0.8327764722145692,3729,4.039177939730114,19.140260437273533
corrected low-price negative spikes,negative,0.7748687222222229,19.366232184204655,5.186723957110626,33.54574041129868,0.25,0.8116179581119598,3664,3.9294954554165757,19.140260437273533
corrected low-price negative spikes,negative,0.7793679500000007,19.30646885501205,5.060229442536784,33.55270826748732,0.25,0.7906005668971227,3573,3.815926305388542,19.140260437273533
corrected low-price negative spikes,negative,0.7838671777777785,19.217308103481624,4.910255506290408,33.524360700672844,0.25,0.7698207198907234,3494,3.698470489646014,19.140260437273533
corrected low-price negative spikes,negative,0.7883664055555563,19.095977410524473,4.733951565169214,33.45800325587973,0.25,0.749294562155799,3414,3.577128008188991,19.140260437273533
corrected low-price negative spikes,negative,0.792865633333334,18.93915353591382,4.528005418386824,33.350301653440816,0.25,0.729050293503715,3326,3.4518988610174732,19.140260437273533
corrected low-price negative spikes,negative,0.7973648611111118,18.745153721951038,4.289106677641117,33.20120076626096,0.25,0.7090436488104975,3255,3.322783048131461,19.140260437273533
corrected low-price negative spikes,negative,0.8018640888888896,18.510793648002903,4.013094422866711,33.00849287313909,0.25,0.6892801314059473,3172,3.189780569530954,19.140260437273533
corrected low-price negative spikes,negative,0.8063633166666674,18.237054781335686,3.6960879815249594,32.77802158114641,0.25,0.6696018544267062,3122,3.052891425215951,19.140260437273533
corrected low-price negative spikes,negative,0.8108625444444452,17.968094015343503,3.3796043349053413,32.55658369578167,0.25,0.649976565701757,3044,2.919710010074816,19.140260437273533
corrected low-price negative spikes,negative,0.815361772222223,17.776144956350823,3.143239446129364,32.40905046657228,0.25,0.6306029020098146,2975,2.8024221490054897,19.140260437273533
corrected low-price negative spikes,negative,0.8198610000000007,17.54363328577653,2.8690532134152438,32.21821335813782,0.25,0.6114431171130764,2903,2.681733455435981,19.140260437273533
corrected high-price positive spikes,positive,0.01,65.09581548833408,55.77982800082633,74.41180297584184,0.3,6.7848835898972615,30190,132.50025908333336,
corrected high-price positive spikes,positive,0.014499227777777783,64.61207302237688,55.376464783724415,73.84768126102934,0.3,6.879410544681985,30377,133.34789293917055,
corrected high-price positive spikes,positive,0.018998455555555564,64.13119531748072,54.97462263675232,73.2877679982091,0.3,6.971667531685732,30568,134.1304116489229,
corrected high-price positive spikes,positive,0.023497683333333345,63.65394879909548,54.57502698716918,72.73287061102178,0.3,7.0615056230680935,30738,134.84781521259038,
corrected high-price positive spikes,positive,0.027996911111111127,63.179101075455996,54.1766830391935,72.1815191117185,0.3,7.148993961803007,30937,135.50010363017302,
corrected high-price positive spikes,positive,0.03249613888888891,62.70568798833823,53.77881938505267,71.63255659162378,0.3,7.2341803573428,31127,136.0872769016708,
corrected high-price positive spikes,positive,0.036995366666666696,62.23283312123843,53.380734050101644,71.0849321923752,0.3,7.31710943005221,31323,136.60933502708374,
corrected high-price positive spikes,positive,0.04149459444444448,61.761636679047676,52.983415547967496,70.53985781012786,0.3,7.3975953022259056,31512,137.06627800641186,
corrected high-price positive spikes,positive,0.04599382222222226,61.291737900668295,52.58659505735338,69.99688074398321,0.3,7.475619093632973,31692,137.4581058396551,
corrected high-price positive spikes,positive,0.05049305000000004,60.82224174359268,52.18954118555995,69.45494230162541,0.3,7.551229866845459,31896,137.78481852681347,
corrected high-price positive spikes,positive,0.05499227777777782,60.362399747780856,51.80158710476383,68.92321239079789,0.3,7.624432310088951,32085,138.06870928544564,
corrected high-price positive spikes,positive,0.0594915055555556,59.90339021446688,51.41374612220602,68.39303430672774,0.3,7.6950114603487005,32256,138.28718226421884,
corrected high-price positive spikes,positive,0.06399073333333338,59.44465267499691,51.025567169327445,67.86373818066637,0.3,7.762974828009501,32433,138.44020271273058,
corrected high-price positive spikes,positive,0.06848996111111116,58.98552099722031,50.6365071604083,67.33453483403233,0.3,7.828348849514501,32627,138.5277706309809,
corrected high-price positive spikes,positive,0.07298918888888895,58.52654035249046,50.24705971598243,66.80602098899848,0.3,7.891000401101166,32783,138.54988601896972,
corrected high-price positive spikes,positive,0.07748841666666673,58.06840061225836,49.85784005359681,66.2789611709199,0.3,7.950769977952408,32940,138.5065488766971,
corrected high-price positive spikes,positive,0.08198764444444451,57.61050362400892,49.46835493456035,65.75265231345749,0.3,8.007669348365518,33097,138.39775920416304,
corrected high-price positive spikes,positive,0.08648687222222229,57.152716089632385,49.07850764237918,65.22692453688559,0.3,8.061647603040253,33245,138.2235170013675,
corrected high-price positive spikes,positive,0.09098610000000007,56.69533718506065,48.68857045826587,64.70210391185543,0.3,8.112590859568932,33393,137.9838222683105,
corrected high-price positive spikes,positive,0.09548532777777785,56.23704884645177,48.29742453323291,64.17667315967063,0.3,8.160615218916533,33554,137.67867500499204,
corrected high-price positive spikes,positive,0.09998455555555563,55.77845701936412,47.90560107405174,63.6513129646765,0.3,8.205561940860914,33698,137.30807521141216,
corrected high-price positive spikes,positive,0.10448378333333341,55.3191213905776,47.51273065868053,63.12551212247467,0.3,8.247420870455349,33834,136.87202288757078,
corrected high-price positive spikes,positive,0.1089830111111112,54.85879704251887,47.11860958115918,62.59898450387857,0.3,8.286153141356257,33981,136.37051803346793,
corrected high-price positive spikes,positive,0.11348223888888898,54.396916338618176,46.722754895595095,62.07107778164126,0.3,8.32176832743809,34118,135.80356064910367,
corrected high-price positive spikes,positive,0.11798146666666677,53.93364560558759,46.325312035820225,61.54197917535496,0.3,8.354163665168224,34252,135.17115073447792,
corrected high-price positive spikes,positive,0.12248069444444455,53.46977227498844,45.92695790239832,61.012586647578566,0.3,8.383134530541305,34363,134.47328828959073,
corrected high-price positive spikes,positive,0.12697992222222235,53.00357844337063,45.52621540568341,60.48094148105785,0.3,8.408864535897871,34516,133.70997331444204,
corrected high-price positive spikes,positive,0.13147915000000013,52.53684248483391,45.12490762864694,59.948777341020886,0.3,8.431327145497118,34634,132.88659185432593,
corrected high-price positive spikes,positive,0.1359783777777779,52.07433215022642,44.72773286753766,59.420931432915175,0.3,8.450395994342099,34767,132.01461834309399,
corrected high-price positive spikes,positive,0.1404776055555557,51.60862223656856,44.32733455869778,58.889909914439336,0.3,8.466082425567143,34892,131.07685491742401,
corrected high-price positive spikes,positive,0.14497683333333347,51.139122318693076,43.92332970125331,58.35491493613284,0.3,8.478550142662195,35043,130.07568384923238,
corrected high-price positive spikes,positive,0.14947606111111125,50.67297479283242,43.52278871702668,57.82316086863816,0.3,8.487669072297074,35175,129.02863228512388,
corrected high-price positive spikes,positive,0.15397528888888903,50.201845984210664,43.11740136416775,57.28629060425358,0.3,8.493409682094976,35299,127.91545342240069,
corrected high-price positive spikes,positive,0.15847451666666681,49.726015484643035,42.707393585156616,56.744637384129454,0.3,8.495629904913855,35416,126.73614726106284,
corrected high-price positive spikes,positive,0.1629737444444446,49.24460005176116,42.29198904642398,56.19721105709834,0.3,8.494380681279884,35548,125.4907138011103,
corrected high-price positive spikes,positive,0.16747297222222238,48.75670400626228,41.8703970091701,55.64301100335447,0.3,8.489714770068245,35684,124.17915304254313,
corrected high-price positive spikes,positive,0.17197220000000016,48.26307082184429,41.44323029247128,55.0829113512173,0.3,8.481396016612372,35779,122.80146498536128,
corrected high-price positive spikes,positive,0.17647142777777794,47.76312347410919,41.00996310017711,54.516283848041276,0.3,8.46941048536107,35888,121.35764962956475,
corrected high-price positive spikes,positive,0.18097065555555572,47.256472254368845,40.57022551779771,53.94271899093998,0.3,8.45370670991871,35988,119.84770697515359,
corrected high-price positive spikes,positive,0.1854698833333335,46.74267147935897,40.12359405158732,53.36174890713062,0.3,8.434237445068804,36091,118.2716370221277,
corrected high-price positive spikes,positive,0.18996911111111128,46.22036085907999,39.66885409917975,52.77186761898023,0.3,8.411115621105854,36208,116.62943977048717,
corrected high-price positive spikes,positive,0.19446833888888906,45.68910185525242,39.20557570406717,52.17262800643766,0.3,8.384283527416335,36310,114.92111522023198,
corrected high-price positive spikes,positive,0.19896756666666685,45.14974021812508,38.73458342929093,51.564897006959235,0.3,8.353647069626595,36413,113.14949852026277,
corrected high-price positive spikes,positive,0.20346679444444463,44.608059295682025,38.26168720611739,50.954431385246664,0.3,8.319214510949763,36516,111.33120425938361,
corrected high-price positive spikes,positive,0.2079660222222224,44.05534747442604,37.77819854151801,50.33249640733408,0.3,8.280980750350182,36615,109.44644531571316,
corrected high-price positive spikes,positive,0.2124652500000002,43.49105365261905,37.28355473989997,49.69855256533813,0.3,8.23887617193336,36720,107.49522168925151,
corrected high-price positive spikes,positive,0.21696447777777797,42.91410260358474,36.77673092065532,49.05147428651416,0.3,8.192919264352946,36821,105.47753337999849,
corrected high-price positive spikes,positive,0.22146370555555575,42.32335558313843,36.25663347158248,48.39007769469438,0.3,8.143130348352784,36915,103.39338038795424,
corrected high-price positive spikes,positive,0.22596293333333356,41.71904051637465,35.72332268162704,47.714758351122256,0.3,8.08925304928662,36988,101.2427627131187,
corrected high-price positive spikes,positive,0.23046216111111134,41.0997596640227,35.175446296302184,47.024073031743214,0.3,8.03132679809606,37069,99.0256803554919,
corrected high-price positive spikes,positive,0.23496138888888912,40.46427512616834,34.6117669043413,46.316783347995376,0.3,7.969345223939727,37158,96.74213331507383,
corrected high-price positive spikes,positive,0.2394606166666669,39.81125700426408,34.030942653032575,45.59157135549558,0.3,7.9033024572048705,37239,94.39212159186447,
corrected high-price positive spikes,positive,0.24395984444444468,39.13916693280332,33.43142363034369,44.84691023526295,0.3,7.833214347133281,37318,91.97564518586384,
corrected high-price positive spikes,positive,0.24845907222222247,38.44688864040326,32.81198547902985,44.08179180177667,0.3,7.75898971818016,37395,89.49270409707194,
corrected high-price positive spikes,positive,0.25295830000000025,37.73271450123802,32.17085733586104,43.294571666615006,0.3,7.680629349070214,37463,86.9432983254888,
corrected high-price positive spikes,positive,0.25745752777777803,36.99557969305182,31.506767598950468,42.48439178715318,0.3,7.597973286788091,37527,84.32742787111431,
corrected high-price positive spikes,positive,0.2619567555555558,36.233301999233966,30.817434081511827,41.649169916956104,0.3,7.5110545850586785,37598,81.64509273394862,
corrected high-price positive spikes,positive,0.2664559833333336,35.44336659592825,30.100225205009476,40.78650798684701,0.3,7.419939703945925,37668,78.89629291399162,
corrected high-price positive spikes,positive,0.27095521111111137,34.62885392878598,29.357976861485625,39.89973099608633,0.3,7.324600692640275,37738,76.09275824163741,
corrected high-price positive spikes,positive,0.27545443888888915,33.78681702530839,28.587400163931513,38.98623388668526,0.3,7.225025058098986,37817,73.23317989237755,
corrected high-price positive spikes,positive,0.27995366666666693,32.9093166383137,27.780232764798676,38.03840051182872,0.3,7.121266018054922,37899,70.30679947614983,
corrected high-price positive spikes,positive,0.2844528944444447,31.993285097560257,26.93295262111419,37.053617574006324,0.3,7.013306780645606,37968,67.31361699295421,
corrected high-price positive spikes,positive,0.2889521222222225,31.035594568571277,26.041824620362405,36.02936451678015,0.3,6.901068846484875,38036,64.25363244279072,
corrected high-price positive spikes,positive,0.2934513500000003,30.032708456897566,25.10257388627974,34.96284302751539,0.3,6.784474768388778,38092,61.12684582565934,
corrected high-price positive spikes,positive,0.29795057777777806,28.98021880992822,24.10996280888167,33.850474810974774,0.3,6.663540341261211,38163,57.93325714156009,
corrected high-price positive spikes,positive,0.30244980555555584,27.886619847739563,23.07236437140765,32.700875324071475,0.3,6.539453511753666,37839,54.70897622827199,
corrected high-price positive spikes,positive,0.3069490333333336,26.77933778748544,22.018649771714156,31.54002580325672,0.3,6.4152381510799765,37408,51.538748830480266,
corrected high-price positive spikes,positive,0.3114482611111114,25.68425411279434,20.974540333020762,30.393967892567915,0.3,6.291433179480243,36863,48.47723055463086,
corrected high-price positive spikes,positive,0.3159474888888892,24.627286522152097,19.966068042609457,29.288505001694737,0.3,6.168668187090241,36280,45.575267671066776,
corrected high-price positive spikes,positive,0.32044671666666696,23.56868710298966,18.953330593848868,28.184043612130452,0.3,6.047135883715688,35690,42.75691605376677,
corrected high-price positive spikes,positive,0.32494594444444475,22.530950406979972,17.95852863399186,27.103372179968083,0.3,5.9272522248927695,35076,40.0639877786162,
corrected high-price positive spikes,positive,0.3294451722222225,21.499882313387666,16.967226106512257,26.032538520263074,0.3,5.809256362287623,34389,37.46949843524473,
corrected high-price positive spikes,positive,0.3339444000000003,20.51860101919675,16.022228180939727,25.014973857453775,0.3,5.6933198150001445,33781,35.04568732760251,
corrected high-price positive spikes,positive,0.3384436277777781,19.5895635335999,15.125901628495154,24.053225438704647,0.3,5.57944672340622,33150,32.789677821150576,
corrected high-price positive spikes,positive,0.34294285555555587,18.759031722103515,14.324563094552259,23.19350034965477,0.3,5.467492887161988,32559,30.76946175319412,
corrected high-price positive spikes,positive,0.34744208333333365,18.030185370763018,13.62226523819417,22.438105503331865,0.3,5.357687677141667,31903,28.98003059325509,
corrected high-price positive spikes,positive,0.35194131111111143,17.410422601089486,13.027438255165222,21.79340694701375,0.3,5.250226670630618,31289,27.422599526157033,
corrected high-price positive spikes,positive,0.3564405388888892,16.837049915262526,12.477697657159599,21.196402173365453,0.3,5.144857256442986,30684,25.98726553008935,
corrected high-price positive spikes,positive,0.360939766666667,16.292329864294242,11.955632858542323,20.62902687004616,0.3,5.041661862305282,30070,24.642125437472902,
corrected high-price positive spikes,positive,0.3654389944444448,15.764530604657613,11.44972661405701,20.079334595258217,0.3,4.940988507255996,29441,23.367709361969606,
corrected high-price positive spikes,positive,0.36993822222222256,15.260737014733557,10.967297121059126,19.55417690840799,0.3,4.842924237366155,28857,22.17197795061719,
corrected high-price positive spikes,positive,0.37443745000000034,14.818470817008977,10.545637885837024,19.09130374818093,0.3,4.74698237592651,28313,21.10290594195688,
corrected high-price positive spikes,positive,0.3789366777777781,14.411475254774679,10.159240926671739,18.66370958287762,0.3,4.65319096562496,27742,20.117803937053562,
corrected high-price positive spikes,positive,0.3834359055555559,14.008873397756291,9.776948936789035,18.240797858723546,0.3,4.561205543330941,27247,19.169205299300206,
corrected high-price positive spikes,positive,0.3879351333333337,13.594614955584689,9.38267073044371,17.806559180725667,0.3,4.471245992246672,26673,18.235460290888412,
corrected high-price positive spikes,positive,0.39243436111111146,13.188608650885131,8.996586005593418,17.380631296176844,0.3,4.383823228406861,26108,17.344958686235373,
corrected high-price positive spikes,positive,0.39693358888888924,12.781052892308756,8.608542234221186,16.953563550396325,0.3,4.298584848869344,25591,16.482132094642836,
corrected high-price positive spikes,positive,0.401432816666667,12.3760151758922,8.222367098230901,16.529663253553498,0.3,4.2156439140377095,25020,15.651861916886483,
corrected high-price positive spikes,positive,0.4059320444444448,11.999249147372177,7.864049047655725,16.13444924708863,0.3,4.135023527403687,24491,14.885153260668776,
corrected high-price positive spikes,positive,0.4104312722222226,11.616530219148812,7.499244916598582,15.733815521699043,0.3,4.056596482289575,23988,14.137072687022886,
corrected high-price positive spikes,positive,0.41493050000000037,11.232088301194734,7.131942561782581,15.332234040606888,0.3,3.9805482399018497,23443,13.412960795322856,
corrected high-price positive spikes,positive,0.41942972777777815,10.862927415262753,6.779183893185192,14.946670937340315,0.3,3.9069194756519665,22942,12.732174804385119,
corrected high-price positive spikes,positive,0.42392895555555593,10.51326833815955,6.4448482587803495,14.58168841753875,0.3,3.835296984899981,22500,12.096451907636327,
corrected high-price positive spikes,positive,0.4284281833333337,10.213910935537767,6.1598302474305555,14.267991623644978,0.3,3.7654326246487106,22022,11.53793803857904,
corrected high-price positive spikes,positive,0.4329274111111115,9.9363830249262,5.896342032251836,13.976424017600566,0.3,3.6973526785981563,21581,11.02149371783644,
corrected high-price positive spikes,positive,0.4374266388888893,9.685911676170097,5.660007102232314,13.71181625010788,0.3,3.631158554375973,21133,10.55132431195655,
corrected high-price positive spikes,positive,0.4419258666666671,9.437823626856515,5.4263038452322885,13.449343408480742,0.3,3.566823573208834,20727,10.098915537617733,
corrected high-price positive spikes,positive,0.4464250944444449,9.199211998766026,5.201835567946197,13.196588429585855,0.3,3.5038779491069323,20336,9.669874821490856,
corrected high-price positive spikes,positive,0.4509243222222227,8.957478339140463,4.973828266457636,12.941128411823291,0.3,3.4422217934500727,19942,9.250088146003879,
corrected high-price positive spikes,positive,0.45542355000000045,8.703024307756769,4.732673065046269,12.673375550467268,0.3,3.382042699630259,19535,8.830199947426038,
corrected high-price positive spikes,positive,0.45992277777777824,8.42849089637611,4.470546213973224,12.386435578778995,0.3,3.3234423819480283,19132,8.403481158263846,
corrected high-price positive spikes,positive,0.464422005555556,8.16366932642386,4.216541928188862,12.110796724658856,0.3,3.2661205467089043,18779,7.999058437071063,
corrected high-price positive spikes,positive,0.4689212333333338,7.8954429040852965,3.957330956932411,11.833554851238182,0.3,3.210008246573251,18442,7.6033310497386175,
corrected high-price positive spikes,positive,0.4734204611111116,7.656592317647461,3.7254195875286547,11.587765047766268,0.3,3.1549739788667384,18063,7.246904858690613,
corrected high-price positive spikes,positive,0.47791968888888936,7.436286716786787,3.5109418620754056,11.361631571498169,0.3,3.101272561300044,17710,6.918585585819256,
corrected high-price positive spikes,positive,0.48241891666666714,7.220485065890726,3.299532111046709,11.141438020734743,0.3,3.048796105460308,17387,6.604136024526588,
corrected high-price positive spikes,positive,0.4869181444444449,7.034878969342207,3.1170394076531234,10.952718531031291,0.3,2.997365710583645,17070,6.325831500243703,
corrected high-price positive spikes,positive,0.4914173722222227,6.837118593497125,2.9210676474718853,10.753169539522364,0.3,2.9469130623730444,16780,6.044518227651087,
corrected high-price positive spikes,positive,0.4959166000000005,6.630554293209667,2.7143491142486886,10.546759472170645,0.3,2.8973907992888708,16491,5.763392100999304,
corrected high-price positive spikes,positive,0.5004158277777783,6.450772838298382,2.532340341728601,10.369205334868164,0.3,2.8486210013334445,16203,5.512742094602437,
corrected high-price positive spikes,positive,0.504915055555556,6.266061349924162,2.343492187588673,10.188630512259651,0.3,2.8007290531383684,15930,5.264862021444007,
corrected high-price positive spikes,positive,0.5094142833333338,6.109934954986761,2.181206813954817,10.038663096018706,0.3,2.753504090886318,15659,5.047119268081607,
corrected high-price positive spikes,positive,0.5139135111111116,5.944232532693239,2.0074186769455378,9.881046388440941,0.3,2.7069587180566557,15351,4.827237622958987,
corrected high-price positive spikes,positive,0.5184127388888894,5.769609684102771,1.8225192790293665,9.716700089176175,0.3,2.6612802057542644,15075,4.606364414169245,
corrected high-price positive spikes,positive,0.5229119666666672,5.625764158788426,1.6656990592354886,9.585829258341363,0.3,2.616097042702428,14843,4.415263493624314,
corrected high-price positive spikes,positive,0.527411194444445,5.50717786146188,1.5327088447154846,9.481646878208275,0.3,2.5716947609157583,14565,4.24883413612583,
corrected high-price positive spikes,positive,0.5319104222222227,5.3775610532673985,1.3870996297087816,9.368022476826015,0.3,2.5280085947947692,14310,4.078356168508079,
corrected high-price positive spikes,positive,0.5364096500000005,5.263641248144282,1.2553967294920465,9.271885766796517,0.3,2.4849792714610377,14045,3.924011818213753,
corrected high-price positive spikes,positive,0.5409088777777783,5.16077492611411,1.133507645454391,9.18804220677383,0.3,2.442790554177743,13765,3.782007672524666,
corrected high-price positive spikes,positive,0.5454081055555561,5.060730751578172,1.0131036143950345,9.108357888761308,0.3,2.401204425965984,13522,3.6455547237935,
corrected high-price positive spikes,positive,0.5499073333333339,5.003820998990483,0.9346116435826213,9.073030354398345,0.3,2.3601961202138035,13290,3.542999672418509,
corrected high-price positive spikes,positive,0.5544065611111116,4.98395736204572,0.8936280773360696,9.07428664675537,0.3,2.319676136594729,13037,3.468350087562922,
corrected high-price positive spikes,positive,0.5589057888888894,4.958632784559779,0.8480751718833845,9.069190397236174,0.3,2.2797539569314798,12793,3.3913388134710947,
corrected high-price positive spikes,positive,0.5634050166666672,4.9280690511740035,0.7976863154755618,9.058451786872446,0.3,2.240205251286693,12571,3.3119658501430296,
corrected high-price positive spikes,positive,0.567904244444445,4.891824779497506,0.7420466347903618,9.04160292420465,0.3,2.2011085455044577,12337,3.230231197578726,
corrected high-price positive spikes,positive,0.5724034722222228,4.849261619632838,0.680687198110081,9.017836041155594,0.3,2.1626212418544077,12088,3.146134855778185,
corrected high-price positive spikes,positive,0.5769027000000005,4.800320071968387,0.6131944788278174,8.987445665108957,0.3,2.124633898621664,11878,3.059676824741406,
corrected high-price positive spikes,positive,0.5814019277777783,4.748716184040056,0.5430965615250063,8.954335806555106,0.3,2.087138732204143,11657,2.973368842786398,
corrected high-price positive spikes,positive,0.5859011555555561,4.722940571005644,0.49954465634650713,8.94633648566478,0.3,2.0501986412243025,11450,2.9048899023776706,
corrected high-price positive spikes,positive,0.5904003833333339,4.691912536785684,0.4515340522427156,8.932291021328652,0.3,2.013668296021477,11243,2.83438665690931,
corrected high-price positive spikes,positive,0.5948996111111117,4.655316080263141,0.3986861366838985,8.911946023842383,0.3,1.9775664772370687,11057,2.761859106381318,
corrected high-price positive spikes,positive,0.5993988388888895,4.639839389308886,0.367665175560858,8.912013603056913,0.3,1.941792406880825,10880,2.7028814685919675,
corrected high-price positive spikes,positive,0.6038980666666672,4.632216884449419,0.34613668024967126,8.918297088649167,0.3,1.9063604447141116,10697,2.6492025119553633,
corrected high-price positive spikes,positive,0.608397294444445,4.620577442722024,0.3222006020639645,8.918954283380085,0.3,1.8712211237589957,10502,2.593836634435732,
corrected high-price positive spikes,positive,0.6128965222222228,4.604808928531785,0.29564495593540574,8.913972901128165,0.3,1.8363294224254325,10321,2.536783836033074,
corrected high-price positive spikes,positive,0.6173957500000006,4.5846038683545896,0.2662199182667173,8.902987818442462,0.3,1.8017144540754366,10127,2.4780441167473874,
corrected high-price positive spikes,positive,0.6218949777777784,4.5597083439814075,0.2336528352704832,8.885763852692332,0.3,1.7673772781028945,9952,2.417617476578675,
corrected high-price positive spikes,positive,0.6263942055555561,4.52995272290368,0.19764376357226432,8.862261682235095,0.3,1.7332807202875675,9761,2.3555039155269353,
corrected high-price positive spikes,positive,0.6308934333333339,4.494518656572122,0.15783124327572473,8.83120606986852,0.3,1.699628376030225,9565,2.2917034335921675,
corrected high-price positive spikes,positive,0.6353926611111117,4.45303560249682,0.11384460717554035,8.7922265978181,0.3,1.6664407754612247,9361,2.226216030774373,
corrected high-price positive spikes,positive,0.6398918888888895,4.405257112648216,0.06527477131166215,8.74523945398477,0.3,1.6336857318910987,9178,2.1590417070735506,
corrected high-price positive spikes,positive,0.6443911166666673,4.350900345549471,0.011660420775030822,8.690140270323912,0.3,1.601339413674646,8997,2.0901804624897014,
corrected high-price positive spikes,positive,0.648890344444445,4.289496329936284,0.0,8.626509299589976,0.3,1.5694401251166819,8800,2.0196322970228247,
corrected high-price positive spikes,positive,0.6533895722222228,4.251745973252114,0.0,8.584415837568313,0.3,1.5381247016768633,8597,1.9619146520142638,
corrected high-price positive spikes,positive,0.6578888000000006,4.225877372894908,0.0,8.550913674740347,0.3,1.5072800177479633,8434,1.9108741564853262,
corrected high-price positive spikes,positive,0.6623880277777784,4.194734258694407,0.0,8.508809229731101,0.3,1.4768389840173985,8246,1.858484124249967,
corrected high-price positive spikes,positive,0.6668872555555562,4.1577145640068816,0.0,8.457112677318634,0.3,1.4469043248998428,8065,1.8047445553081862,
corrected high-price positive spikes,positive,0.671386483333334,4.114516899831044,0.0,8.395472720078622,0.3,1.4174652757993123,7902,1.7496554496599828,
corrected high-price positive spikes,positive,0.6758857111111117,4.065275363240129,0.0,8.324467005135062,0.3,1.3883576191140807,7742,1.6932168073053586,
corrected high-price positive spikes,positive,0.6803849388888895,4.009553356331917,0.0,8.243558464225346,0.3,1.3596099805494384,7590,1.635428628244312,
corrected high-price positive spikes,positive,0.6848841666666673,3.946964846147801,0.0,8.152365288130776,0.3,1.3312262070734242,7426,1.5762909124768436,
corrected high-price positive spikes,positive,0.6893833944444451,3.8772253390789952,0.0,8.050779136870036,0.3,1.303168741767466,7291,1.5158036600029534,
corrected high-price positive spikes,positive,0.6938826222222229,3.7998600282310826,0.0,7.938374437462922,0.3,1.2754565168369238,7129,1.4539668708226414,
corrected high-price positive spikes,positive,0.6983818500000006,3.714220432707394,0.0,7.814446977222415,0.3,1.2481583238739282,6984,1.3907805449359072,
corrected high-price positive spikes,positive,0.7028810777777784,3.6201348974614316,0.0,7.679396210192592,0.3,1.2211742747236318,6840,1.3262446823427518,
corrected high-price positive spikes,positive,0.7073803055555562,3.5170102646545898,0.0,7.532866130626123,0.3,1.1945366359505125,6697,1.2603592830431747,
corrected high-price positive spikes,positive,0.711879533333334,3.4041715191372184,0.0,7.3744665404961705,0.3,1.1682963488862539,6553,1.1931243470371753,
corrected high-price positive spikes,positive,0.7163787611111118,3.281285092893179,0.0,7.20471851150326,0.3,1.1423774958987423,6419,1.1245398743247546,
corrected high-price positive spikes,positive,0.7208779888888895,3.147982212518889,0.0,7.024303219979746,0.3,1.116700364137973,6306,1.0546058649059113,
corrected high-price positive spikes,positive,0.7253772166666673,3.0036535877605526,0.0,6.833646559050813,0.3,1.0912513599965286,6161,0.9833223187806466,
corrected high-price positive spikes,positive,0.7298764444444451,2.8469653716047234,0.0,6.631801630815266,0.3,1.0662689531715197,6034,0.9106892359489605,
corrected high-price positive spikes,positive,0.7343756722222229,2.741852314486524,0.0,6.482887301788203,0.3,1.0415303180371998,5905,0.8567166939354545,
corrected high-price positive spikes,positive,0.7388749000000007,2.6359767519498654,0.0,6.332049186238665,0.3,1.017140347591486,5789,0.8043474929164086,
corrected high-price positive spikes,positive,0.7433741277777784,2.520443149016413,0.0,6.170952049413224,0.3,0.9931668030422963,5630,0.7509661393675467,
corrected high-price positive spikes,positive,0.7478733555555562,2.45275615149419,0.0,6.056002047764849,0.3,0.9697040069658069,5500,0.7135342404641843,
