method,side,wind_state,intensity_year_inv,bandwidth
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.39312208333333326,0.0,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.39766187499999994,0.0,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.40220166666666657,0.0,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.40674145833333325,0.0,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.41128124999999993,0.0,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.41582104166666656,0.0,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.42036083333333324,0.0,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4249006249999999,0.0,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4294404166666666,0.013860342950825633,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.43398020833333323,0.04585943517206002,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4385199999999999,0.07836284184237403,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4430597916666666,0.1113616527146774,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4475995833333332,0.14485275948280485,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4521393749999999,0.17882530588190113,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4566791666666666,0.2132864965673448,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.46121895833333326,0.24819581083752965,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4657587499999999,0.28355939706967115,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.47029854166666657,0.3193954456408286,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.47483833333333325,0.3556237494127711,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4793781249999999,0.39227585758709493,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.48391791666666656,0.42934247762308986,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.48845770833333324,0.4667662724815902,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.4929974999999999,0.5045720573341116,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.49753729166666655,0.5427347459492178,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5020770833333332,0.5812659611863772,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.506616875,0.6201726371228965,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5111566666666666,0.659474222809865,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5156964583333333,0.6991260222262329,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.52023625,0.7390508887576156,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5247760416666666,0.7793569283468661,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5293158333333333,0.8199384091194939,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.533855625,0.8608464088442791,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5383954166666666,0.9020616041862195,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5429352083333333,0.9436487457049775,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5474749999999999,0.9855803580415143,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5520147916666666,1.0278883836569541,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5565545833333333,1.0705470760737203,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5610943749999999,1.11357893202897,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5656341666666667,1.1569950603278711,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5701739583333333,1.2009003190045906,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5747137499999999,1.2451280265106623,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5792535416666666,1.2896911242981381,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5837933333333333,1.33459607904152,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5883331249999999,1.379952872072759,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5928729166666666,1.4257187732891565,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.5974127083333333,1.4717190464495438,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6019524999999999,1.5179674831817624,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6064922916666666,1.5646552778391287,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6110320833333333,1.6115852261761199,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.615571875,1.6586866393700572,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6201116666666666,1.706219415298494,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6246514583333332,1.7541489682661298,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.62919125,1.8024800401142553,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6337310416666666,1.8512082826436507,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6382708333333332,1.900382072841717,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.642810625,1.949801423421465,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6473504166666666,1.9996503139312984,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6518902083333332,2.049880973462229,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.65643,2.1003690932067087,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6609697916666666,2.1512032293659997,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6655095833333332,2.2025570891165542,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.670049375,2.2546015577226535,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6745891666666666,2.3066309431222667,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6791289583333333,2.3591909881221484,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6836687499999999,2.4120055995340275,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6882085416666666,2.4649090500661033,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6927483333333333,2.517422005134353,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.6972881249999999,2.5697222002470967,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7018279166666666,2.6219158285820705,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7063677083333333,2.674056546272087,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7109074999999999,2.7255838415268063,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7154472916666665,2.7766577906065946,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7199870833333333,2.8276086331168107,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7245268749999999,2.8783768233135167,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7290666666666666,2.9290449335121775,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7336064583333333,2.9791142825152344,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7381462499999999,3.0280938347629363,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7426860416666666,3.0764800474606493,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7472258333333333,3.1238544542704094,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7517656249999999,3.1700154922235155,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7563054166666666,3.2150105564199003,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7608452083333332,3.25833645940126,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7653849999999999,3.299501678147303,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7699247916666666,3.3393139733224304,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7744645833333332,3.3779450178142763,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7790043749999999,3.4147342248710904,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7835441666666666,3.4493920522824855,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7880839583333332,3.4815049878622775,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.79262375,3.51103971806531,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.7971635416666666,3.537637421816184,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.8017033333333332,3.562012204143629,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.806243125,3.5839282042908627,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.8107829166666666,3.6019760513559196,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.8153227083333332,3.6158628018085164,0.24514874999999997
"Intensity_final wind-reference: raw support, all return-reversal jumps",negative,0.8198624999999999,3.625112532019764,0.24514874999999997
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.05,6.211551505738471,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.055,6.177637807559145,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.06,6.14311130186056,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.065,6.107953956241344,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.07,6.072109387413769,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.075,6.035873678366043,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.08,5.999277864604734,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.08499999999999999,5.962337083341024,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.09,5.925122039693836,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.095,5.887565895294514,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.09999999999999999,5.849728147360975,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.105,5.811630624184314,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.10999999999999999,5.773260175672287,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.11499999999999999,5.734595035233528,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.12,5.695749094842984,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.12499999999999999,5.656803521155626,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.13,5.6174694604844415,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.135,5.577947230294313,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.13999999999999999,5.538147854498159,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.145,5.497901688230963,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.14999999999999997,5.457254179303669,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.15499999999999997,5.416219574680228,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.15999999999999998,5.374866489268026,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.16499999999999998,5.333069810167747,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.16999999999999998,5.290834033376328,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.175,5.248265832669743,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.18,5.205331351659793,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.185,5.162023485405326,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.19,5.118198314854941,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.195,5.073832668411552,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.19999999999999996,5.028943416487607,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.20499999999999996,4.983447438944977,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.20999999999999996,4.937327489383534,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.21499999999999997,4.890522045516439,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.21999999999999997,4.84293131320945,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.22499999999999998,4.794627751504571,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.22999999999999998,4.745590845604045,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.235,4.695709745989525,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.24,4.644901594811729,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.245,4.59306846514543,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.24999999999999994,4.540176703685357,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.25499999999999995,4.48615707006479,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.25999999999999995,4.438367758867054,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.26499999999999996,4.3941066706479734,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.26999999999999996,4.3483551546510855,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.27499999999999997,4.301008764525552,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.27999999999999997,4.251894747356648,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.285,4.200893331481883,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.29,4.147916206317778,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.295,4.093394092262306,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.3,4.049220931870328,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.30499999999999994,4.002688491424267,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.30999999999999994,3.953675475909616,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.31499999999999995,3.9019690908964457,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.31999999999999995,3.847342109931655,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.32499999999999996,3.7895508463816947,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.32999999999999996,3.7283626730594897,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.33499999999999996,3.663424467088667,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.33999999999999997,3.594322207707894,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.3449999999999999,3.5206816232320213,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.3499999999999999,3.442054578019063,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.3549999999999999,3.3698414077426633,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.35999999999999993,3.3103987563981927,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.36499999999999994,3.265203223334112,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.36999999999999994,3.237639737970541,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.37499999999999994,3.218930158258841,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.37999999999999995,3.19392574805232,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.38499999999999995,3.182179627216499,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.38999999999999996,3.1823830377977167,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.39499999999999996,3.1771468038105706,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.3999999999999999,3.1664392812628788,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4049999999999999,3.149646484484671,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4099999999999999,3.1265925596209314,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4149999999999999,3.09678685989248,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.41999999999999993,3.061051883473049,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.42499999999999993,3.03899133091639,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.42999999999999994,3.010819992210682,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.43499999999999994,2.976337645116049,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.43999999999999995,2.934928177806779,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.44499999999999995,2.8866924763810062,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4499999999999999,2.8548983648827266,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4549999999999999,2.8180367243864026,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4599999999999999,2.774720807795847,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4649999999999999,2.7249283187764353,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4699999999999999,2.66847569442959,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4749999999999999,2.6050114376228715,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.4799999999999999,2.5341657465854643,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.48499999999999993,2.4706257353972183,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.48999999999999994,2.4313531196287483,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.49499999999999994,2.426970754385103,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.49999999999999994,2.447556624087962,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5049999999999999,2.466011046303354,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5099999999999999,2.4824092364568533,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5149999999999999,2.4965533717714923,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5199999999999999,2.5082234419044367,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5249999999999999,2.517597024404837,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5299999999999999,2.524119937783565,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5349999999999999,2.543951640298748,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5399999999999999,2.579447333858403,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5449999999999999,2.6136881600382633,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5499999999999999,2.6467308300737837,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5549999999999999,2.6785539605387307,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.5599999999999999,2.7089681430911337,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.565,2.738128899389437,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.57,2.7658176357501687,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.575,2.7916321812600287,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.58,2.8158380607073523,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.585,2.8379838345154704,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.59,2.858242631150848,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.595,2.8764548689414617,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6,2.8926544641990497,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.605,2.906709335285521,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.61,2.918566367586423,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.615,2.9281488426156796,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.62,2.935170908932945,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.625,2.939687598785029,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.63,2.9411050793819777,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.635,2.9391117419185973,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6399999999999999,2.933469719665952,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6449999999999999,2.952350717439248,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6499999999999999,2.993663944237567,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6549999999999999,3.0336620122375946,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6599999999999999,3.0726290786933834,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6649999999999999,3.1103064361786696,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6699999999999999,3.14631876318513,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6749999999999999,3.181035409041769,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6799999999999999,3.214335908182474,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.6849999999999999,3.2460607143307425,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.69,3.2761920443877997,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.695,3.3043649881970887,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7,3.330522460669913,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.705,3.3545252058398334,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.71,3.376125129125876,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.715,3.395024257812803,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.72,3.411380216306385,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.725,3.4253117034536054,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.73,3.4355625281303035,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.735,3.442618400723354,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.74,3.4459014852739425,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7449999999999999,3.4444125349685275,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7499999999999999,3.4379708578348986,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7549999999999999,3.4262838230583967,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7599999999999999,3.409330344431215,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7649999999999999,3.386168175266104,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7699999999999999,3.356414627433887,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7749999999999999,3.3202417355694345,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7799999999999999,3.277123232235064,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7849999999999999,3.2266532483298422,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7899999999999999,3.1676307234262264,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7949999999999999,3.099446053494757,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.7999999999999999,3.0217118200117734,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8049999999999999,2.9334344584833283,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8099999999999999,2.8339572710051115,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.815,2.7223318249624273,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.82,2.597336505813181,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.825,2.4587116778369196,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.83,2.305601573152213,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.835,2.1365456123558326,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.84,1.950168754844104,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.845,1.744940586513363,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8499999999999999,1.5195446463299165,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8549999999999999,1.2723218694692409,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8599999999999999,1.1030206188382752,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8649999999999999,0.9873212280092108,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8699999999999999,0.8594110022070871,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8749999999999999,0.718124589607382,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8799999999999999,0.5620525747736018,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8849999999999999,0.3898710446263162,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8899999999999999,0.20016833429539946,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8949999999999999,0.0,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.8999999999999999,0.0,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.9049999999999999,0.0,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.9099999999999999,0.0,0.3
"Intensity_model calibration: lagged wind, all return-reversal jumps",positive,0.9149999999999999,0.0,0.3
