start,end,n_hours,sample_years,spot_min,spot_q10,spot_q20,spot_q80,spot_q90,spot_max,wind_min,wind_q50,wind_q99_5,wind_max,baseline_positive_return_reversal_jumps,baseline_negative_return_reversal_jumps
2021-01-01,2025-08-20 23:00:00,40627,4.6377853881278535,-500.0,30.06,56.96,164.71600000000007,240.27600000000007,936.28,0.0,0.1537,0.8198610000000007,0.9018999999999999,55,2
